conversation_id,date,tweet
1218137110579777537,2020-01-17 18:44:53,DPR RI Dukung Upaya Kementan Cegah Alih Fungsi Lahan Pertanian https://t.co/Tfa77lvOhU
1218112495958642688,2020-01-17 17:07:05,DPR Dukung Upaya Kementan Cegah Alih Fungsi Lahan Pertanian https://t.co/GHJxUT1p3T
1218108249922207744,2020-01-17 16:50:12,DPR Dukung Upaya Kementan Cegah Alih Fungsi Lahan Pertanian https://t.co/0VSFivxoRa https://t.co/fBhAKW8rOC
1218098395618758658,2020-01-17 16:11:03,DPR Dukung Upaya Kementan Cegah Alih Fungsi Lahan Pertanian https://t.co/jVPUW88wAC
1218084046980276224,2020-01-17 15:14:02,DPR RI mendukung upaya Kementan dalam mencegah maraknya alih fungsi lahan pertanian. #Kementan https://t.co/td7R3hK7l9
1218075653683068929,2020-01-17 14:40:41,@null DPR RI Dukung Mentan SYL Cegah Alih Fungsi Lahan Pertanian Mentan SYL menegaskan https://t.co/GhJ6knG6nF
1218075602860687360,2020-01-17 14:40:29,DPR RI Dukung Mentan SYL Cegah Alih Fungsi Lahan Pertanian #TauCepatTanpaBatas #BeritaTerkini . https://t.co/n2Aj88bpJD
1218075584460230656,2020-01-17 14:40:24,@null DPR RI Dukung Mentan SYL Cegah Alih Fungsi Lahan Pertanian Mentan SYL menegaskan https://t.co/uwQNVQSdpe
1218074432687632384,2020-01-17 14:35:50,DPR RI Dukung Upaya Kementan Cegah Alih Fungsi Lahan Pertanian #TauCepatTanpaBatas #BeritaTerkini . https://t.co/a9h0tQplVk
1218035807082041345,2020-01-17 12:02:21,Pelaku Alih Fungsi Lahan Pertanian Dapat Dikenakan Pidana https://t.co/GxXf4hFNOL lewat @PomidorOrganik
1218024535368200193,2020-01-17 11:17:33,"Kalbar Cegah Alih Fungsi Lahan Pertanian Jumat, 17 Januari 2020 Kanal Agro Industri https://t.co/EJo4bjLlq1"
1218014313903865856,2020-01-17 10:36:56,Wakil Ketua DPR RI Rachmad Gobel memberikan perhatian kepada laju konversi lahan pertanian yang terus meningkat. Ia meminta pemerintah daerah ikut terlibat dalam pencegahan alih fungsi lahan pertanian. Selengkapnya https://t.co/NBhCczMbvX #NasDemAntiMahar
1218012392023441409,2020-01-17 10:29:18,Komitmen Gubernur Kalbar Cegah Alih Fungsi Lahan Pertanian - https://t.co/SMDE56hvDH
1217660589222137858,2020-01-16 11:11:22,#sobatpvtpp #SobaTani Wakil Ketua DPR RI Rahmat Gobel turut bersuara tentang laju konversi lahan pertanian yang terus meningkat. Beliau meminta daerah terlibat dalam mencegah alih fungsi lahan pertanian.
1217660459391668224,2020-01-16 11:10:51,"#sobatpvtpp #Sobatani Gubernur Kalimantan Barat, Sutarmidji menyatakan komitmenya untuk mencegah terjadinya alih fungsi lahan pertanian,bahkan jika mampu akan menambah areal lagi, karena hal ini merupakan program penting. Yuk disimak informasinya lebih lanjut."
1217417114971181056,2020-01-15 19:03:53,Gubernur Kalbar Komitmen Cegah Terjadinya Alih Fungsi Lahan Pertanian https://t.co/Ay6x8eAyOY https://t.co/0eD6i2qsN8
1217358978184699904,2020-01-15 15:12:52,"#Sobatani Gubernur Kalimantan Barat, Sutarmidji menyatakan komitmenya untuk mencegah terjadinya alih fungsi lahan pertanian,bahkan jika mampu akan menambah areal lagi, karena hal ini merupakan program penting. Yuk disimak informasinya lebih lanjut. https://t.co/iRK9C1u2Gj"
1217319663266222081,2020-01-15 12:36:39,Hai Sobat Tani! Menolak alih fungsi lahan pertanian itu sama artinya menyelamatkan masa depan pertanian dan ketahan pangan indonesia dan lingkungan hidup yang berkelanjutan #petanimuda #sejahterakanpetani #indonesiaberdaulatpangan #2045lumbungpangandunia https://t.co/T1B60DKFib
1217303662126481408,2020-01-15 11:33:04,"Mentan Tolak Alih Fungsi Lahan, Pengamat : Itu Menyelamatkan Pertanian https://t.co/EjNlksw9Zc"
1217294041236164608,2020-01-15 10:54:50,Rahmat meminta pemerintah daerah terlibat dalam mencegah alih fungsi lahan pertanian https://t.co/IMykC86ZHk
1217268206517112832,2020-01-15 9:12:10,#SobaTani Wakil Ketua DPR RI Rahmat Gobel turut bersuara tentang laju konversi lahan pertanian yang terus meningkat. Beliau meminta daerah terlibat dalam mencegah alih fungsi lahan pertanian. https://t.co/qwLqj9FjZE
1217259865246027777,2020-01-15 8:39:02,"Pengamat pertanian dari Untan, Radian memuji sikap tegas Mentan SYL yang akan memperkarakan pelaku alih fungsi lahan. #Kementan https://t.co/BAzZviCdov"
1217247814000041984,2020-01-15 7:51:08,Kapolres Diminta Tangkap Pihak yang Alih Fungsi Lahan Pertanian https://t.co/Q9rL8Puvgc https://t.co/NufPke2Ku7
1217090796794470400,2020-01-14 21:27:13,Gubernur Kalbar Komitmen Cegah Terjadinya Alih Fungsi Lahan Pertanian https://t.co/DhvlJv8Jhh #jitu #jitunews
1217076001349361664,2020-01-14 20:28:25,"Cegah Alih Fungsi Lahan, Gubernur Kalbar Siap Cetak Lahan Pertanian Baru https://t.co/JHSBPb1qLU"
1217068666627461120,2020-01-14 19:59:16,Gubernur Kalbar Komitmen Cegah Terjadinya Alih Fungsi Lahan Pertanian https://t.co/S0W7STjJcw https://t.co/b9CQpE7h2P
1217066086463504384,2020-01-14 19:49:01,Gubernur Kalbar Komitmen Cegah Terjadinya Alih Fungsi Lahan Pertanian - https://t.co/3v0Vzctk61
1217054419105218561,2020-01-14 19:02:39,DPR meminta pemerintah daerah untuk ikut mencegah alih fungsi lahan pertanian yang terus meningkat. https://t.co/WLZUkbHc30
1217001413252771841,2020-01-14 15:32:02,Wakil Ketua DPR RI Rahmat Gobel meminta daerah untuk terlibat dalam mencegah alih fungsi lahan pertanian. #Kementan https://t.co/0syEQwal6P
1216995790683541504,2020-01-14 15:09:41,Pemerintah Daerah Diminta Turut Cegah Alih Fungsi Lahan Pertanian https://t.co/Ur108ZJks0 https://t.co/jatvkJY0YO
1216949127952470017,2020-01-14 12:04:16,"#TrijayaUpdate - Awas, Alih Fungsi Lahan Pertanian Masuk Ranah Pidana. Informasi selengkapnya klik link berikut ini : https://t.co/iunGRBvnGn https://t.co/lOTZaQQlYh"
1216927931299090433,2020-01-14 10:40:02,"Biasanya, alih fungsi lahan pertanian dilakukan untuk proyek pembangunan jangka panjang seperti perumahan, pabrik dan jalan tol dan fasilitas umum lainnya. #Kementan https://t.co/Q0KFijzoxh"
1216916751847477248,2020-01-14 9:55:37,"Waspadai, Alih Fungsi Lahan Pertanian Masuk Ranah Pidana https://t.co/wSoe8oFUNW https://t.co/CVvODhhmnH"
1216911827113693185,2020-01-14 9:36:03,Sikap Tegas Mentan Tolak Alih Fungsi Lahan Pertanian Diapresiasi. https://t.co/y6CvdULrTF
1216909915748331520,2020-01-14 9:28:27,"iyalah gila lu lahan pertanian alih fungsi dijadiin perumahan,ambles semua yg ada....."
1216905784572833792,2020-01-14 9:12:02,Sikap Tegas Mentan Tolak Alih Fungsi Lahan Pertanian Diapresiasi https://t.co/0EdsmW8WB5
1216744553752879105,2020-01-13 22:31:22,"Lahan pertanian yang beralih fungsi ke nonpertanian setiap tahun mencapai 60.000 hektare (ha). Alih fungsi tersebut biasanya digunakan untuk pembangunan pabrik, jalan tol, dan fasilitas umum lainnya. #Pidana #Lahan #Pertanian #SyahrulYasinLimpo https://t.co/Lp1xkoAb82"
1216720730232061952,2020-01-13 20:56:42,"https://t.co/lZOfjqkbPs - Sebanyak 60.000 hektare lahan pertanian menyusut setiap tahunnya. Penyusutan ini disebabkan karena alih fungsi lahan ke area non pertanian. Biasanya, alih fungsi... https://t.co/l9qnsHH9YJ"
1216634406120517632,2020-01-13 15:13:41,Kementerian Pertanian (Kementan) melalui berbagai perangkat kerjanya terus melakukan upaya pencegahan alih fungsi lahan yang kian memprihatinkan. Pencegahan dilakukan terutama untuk mengurangi beban dan masalah baru... https://t.co/MdFXTVZoVM
1216619954268565505,2020-01-13 14:16:15,SYL Tegaskan Alih Fungsi Lahan Pertanian Masuk Ranah Pidana https://t.co/innMPvMSh8 https://t.co/GcpNeE9ee9
1216613915263561731,2020-01-13 13:52:15,Mentan SYL Tegaskan Alih Fungsi Lahan Pertanian Masuk Ranah Pidana https://t.co/hIbosXhcF9
1216595113641512962,2020-01-13 12:37:32,"Nah itu menyebabkan tingginya migrasi penduduk ke Bali dari berbagai wilayah di Indonesia. Alih fungsi lahan pertanian untuk kegiatan pariwisata, ruang huni penduduk dan pengembangan sarana prasarana wilayah menyebabkan kerusakan lingkungan yang fatal."
1216588516915916800,2020-01-13 12:11:20,Alih Fungsi Lahan Sebabkan 60 Ribu Hektare Lahan Pertanian Menyusut Setiap Tahun https://t.co/6qeLaZdQOR
1216576652194410496,2020-01-13 11:24:11,Kemtan: Alih Fungsi Lahan Pertanian Masuk Ranah Pidana https://t.co/RfznZWpK8B https://t.co/nf7WkGOHMI
1216571837477314560,2020-01-13 11:05:03,#sobatpvtpp Kementan melalui berbagai perangkat kerjanya terus melakukan upaya pencegahan alih fungsi lahan yang kian memprihatinkan. Pencegahan dilakukan terutama untuk mengurangi beban dan masalah baru bagi sektor pertanian ke depan.
1216560084261621762,2020-01-13 10:18:21,"Menteri @kementan RI, Syahrul Yasin Limpo meminta agar para penegak hukum menangkap oknum yang melakukan upaya konversi atau alih fungsi lahan pertanian sehingga menyebabkan lahan khususnya tanaman pangan berkurang. https://t.co/ryGAKSKGhk"
1216557549471727616,2020-01-13 10:08:16,"Secara hukum, pengalihfungsian lahan pertanian sudah diatur dalam kitab Undang-undang 41 Tahun 2009 tentang Perlindungan Lahan Pertanian Pangan Berkelanjutan. Tidak main-main, aturan ini mengancam siapa aja yang secara tidak langsung melakukan alih fungsi lahan. https://t.co/PWljJNH2hG"
1216557540042887168,2020-01-13 10:08:14,Kementan melalui berbagai perangkat kerjanya terus melakukan upaya pencegahan alih fungsi lahan yang kian memprihatinkan. Pencegahan dilakukan terutama untuk mengurangi beban dan masalah baru bagi sektor pertanian ke depan.
1216544222783762433,2020-01-13 9:15:19,Mentan Minta Penegak Hukum Tangkap Pelaku Alih Fungsi Lahan Pertanian https://t.co/CMIPrjGigO
1216541239207587841,2020-01-13 9:03:28,"Awas, Alih Fungsi Lahan Masuk Ranah Pidana - https://t.co/kldXS3n3Ds ChannelJakarta - Sebanyak 60.000 hektare lahan pertanian menyusut setiap tahunnya. Penyusutan ini disebabkan karena alih fungsi lahan ke area non pertanian. Biasnyaa, alih fungsi ini dilakukan untuk proyek p... https://t.co/2NEamYd7fG"
1216502981912252416,2020-01-13 6:31:27,Alih fungsi lahan pertanian kini sudah kian memprihatinkan. https://t.co/axdI9N8FCC
1216337710958268416,2020-01-12 19:34:43,Mentan @Syahrul_YL : Jangan Coba-coba Alih Fungsi Lahan Pertanian. @DistanbunJateng @Biroisdajateng @humasjateng @dpusdatarujtg @DisperakimJtg https://t.co/bM6mOvA9sQ via @mediaindonesia
1216333672384585731,2020-01-12 19:18:40,Kebijakan pembatasan alih fungsi lahan pertanian ini mudah²an dibarengi juga dengan kebijakan harga produk pertanian yg pro petani sehingga revitalisasi sektor pertanian bisa berhasil
1216071031485390848,2020-01-12 1:55:02,Menteri Pertanian Ancam Pejabat Yang Nekat Alih Fungsi Lahan #SyahrulYasin #MenteriPertanian #RepublikMerdeka https://t.co/S6AxLYZBVH
1216052048434565120,2020-01-12 0:39:36,Peneliti Indonesia di Berlin Meneliti Konflik Alih Fungsi Lahan Pertanian Akibat Tekanan Industri https://t.co/ebk0uKGE1q
1215923115433197568,2020-01-11 16:07:16,"Alih fungsi lahan utk industri geser pertanian scr masif. Jabar/Subang Utara, 20th kedepan lahan pertaniannya habis &amp; tdk lagi jadi 1 dr 5 pensuplai terbesar pangan nasional (Riset, TU Berlin). Bgmn kebijakan 'food safety' nasional? @kementan @atr_bpn - https://t.co/IvwUEVB5sF"
1215901349495365632,2020-01-11 14:40:46,Peneliti Indonesia di Berlin Meneliti Konflik Alih Fungsi Lahan Pertanian Akibat Tekanan Industri | DW | 11.01.2020 https://t.co/83GdXKE8Pq
1215885277815853056,2020-01-11 13:36:54,"DW Indonesia mewawancarai Roni Susman, ahli perencanaan wilayah dari TU Berlin yang melakukan penelitian mengenai alih fungsi lahan pertanian akibat tekanan industri. Ia juga berbagi pandangannya terkait alih fungsi lahan di Indonesia. #DWNesia #DWKampus https://t.co/4cU0eLZcHz"
1214899563816865792,2020-01-08 20:20:02,Sumsel Diminta Tahan Laju Alih Fungsi Lahan Pertanian . https://t.co/G4dwaR8Nyd
1214711398543945729,2020-01-08 7:52:20,@Barantan_RI @amilaase Ini langkah bagus. Perlu juga untuk memastikan untuk tidak alih fungsi lahan hutan untuk pertanian.
1214688897243869184,2020-01-08 6:22:55,"SobatQ, Pengendalian alih fungsi lahan pertanian menjadi strategi Mentan @SyahrulYasinLimpo dalam meningkatkan produksi #PertanianKita. Upaya ini agar pangan tetap tersedia bagi 270 juta jiwa, prakiraan jumlah penduduk 🇮🇩 di tahun 2020. Simak videonya 👌🏾. Karimin #SapaPagi https://t.co/qJPQW5cP8f"
1214124973666656256,2020-01-06 17:02:05,"Krisis lahan pertanian, DPRD Jatim minta Pemerintah buat regulasi batasi alih fungsi lahan via @radiomercury96 https://t.co/KdCMv3mRFS"
1213318014822682624,2020-01-04 11:35:31,Pemprov Sumsel Diminta Tahan Laju Alih Fungsi Lahan Pertanian https://t.co/pwWwHVk6g4 https://t.co/8tuo6ZcWfY
1213287129935052803,2020-01-04 9:32:48,Sumatera Selatan diminta tekan laju alih fungsi lahan pertanian https://t.co/iEWEL76p1b
1213125354568552449,2020-01-03 22:49:57,"@Aswicahyono Tapi bukan berarti gak ada masalah, sekarang salah satu ancamannya alih fungsi lahan di Batu jadi lahan pertanian tapi gak teras iring, jadinya erosi tanah pasti meningkat."
1213094006705405952,2020-01-03 20:45:24,"Ternyata makanan/minuman yg kamu makan (dan bungkusnya) jg menyebabkan banjir di jakarta &amp; wilayah lain di Indonesia. Coba cek asal bahan makanan/minuman kamu, apakah berasal dr alih fungsi lahan utk pertanian/perkebunan yg menyebabkan deforestasi, seperti dr puncak, jawa barat."
1212867466730209280,2020-01-03 5:45:12,Sumsel Diminta Tahan Laju Alih Fungsi Lahan Pertanian. https://t.co/5FfQjnsejp
1212718942109585409,2020-01-02 19:55:01,Sumsel Diminta Tahan Laju Alih Fungsi Lahan Pertanian - https://t.co/7iiANoLdAi https://t.co/ewPpVCjvEH
1212614186343157760,2020-01-02 12:58:45,"Tiga hal penyebab alih fungsi lahan: pertambangan, ilegal logging, dan pembukaan ladang pertanian tanpa memerhatikan dampak lingkungan dan memperbaiknya kembali. Ketika hujan terjadi banjir &amp; longsor, ketika kemarau terjadi kekeringan yg cukup lama. https://t.co/OVii4AoH5N"
1212568774798217216,2020-01-02 9:58:19,"BNPB: Alih Fungsi Lahan Jadi Faktor Utama Bencana Doni memaparkan, ada tiga hal yang menyebabkan alih fungsi lahan yakni aktivitas pertambangan, ilegal logging, dan membuka ladang pertanian. #banjir2020 https://t.co/Nbn6FiJ6Mw"
1212545082684932096,2020-01-02 8:24:10,"Biangnya bukan buang sampah, tapi karena alih fungsi lahan. Hutan dikupas dijadikan lahan pertanian. Lalu lahan pertanian dikonversi jadi pemukiman, tempat wisata, lahan industri. Kuncinya tetap di regulasi yang dijalankan negara https://t.co/go59gFR9n6"
1210858148908556291,2019-12-28 16:40:54,"Edy Rahmayadi: Pertanian Bagian Penting Pembangunan di Sumut, Jangan Ada Lagi Alih Fungsi Lahan   https://t.co/lVyMsCZeya"
1210356261155291136,2019-12-27 7:26:34,"@ridwankamil Sae, teraskeun mang.. Kudu selalu meminimalisasi alih fungsi lahan yang semula lahan pertanian."
1209792496307339264,2019-12-25 18:06:22,"@regirose_ @TirtoID Sedih ya.. tiap tahun alih fungsi lahan pertanian tinggi, tp ya gmn pertumbuhan penduduk jg tinggi, pada butuh rmh lahan jd korban :( Tulisannya bagus &amp; menyentil, tp sayang hanya dari sisi petani, komentar pengembang dan pemerintah baiknya dimunculkan agar berimbang."
1209417529908703232,2019-12-24 17:16:23,"Reses di Mojokerto, LaNyalla Terima Aduan Alih Fungsi Lahan Pertanian https://t.co/Aks0zbpa0l https://t.co/qJS3G0LLpw"
1209417524481347584,2019-12-24 17:16:22,"Reses di Mojokerto, LaNyalla Terima Aduan Alih Fungsi Lahan Pertanian https://t.co/IwcZO86mmi https://t.co/zLtbTfpnuo"
1207263676056489984,2019-12-18 18:37:44,Syahrul Minta Polisi Tangkap Oknum Pemberi Izin Alih Fungsi Lahan Pertanian | Ketahanan Pangan | CAPINGBIRU https://t.co/NW4e6G6jwl
1207244494908747776,2019-12-18 17:21:31,Mentan: Tangkap Pemberi Izin Alih Fungsi Lahan Pertanian https://t.co/pcqHXP7yrf lewat @idpontas
1207111507151966209,2019-12-18 8:33:05,Menteri Pertanian Yasin Limpo Minta Polisikan dan Tangkap Pejabat Alih Fungsi Lahan Pertanian https://t.co/ioyhdPZbh6
1206900650660913153,2019-12-17 18:35:12,"Sama halnya dengan harimau yang sampai menyantap manusia. Habitatnya rusak, hutan terbakar, alih fungsi lahan pertanian, rantai makanan dan keseimbangan alam terganggu, mereka liar dan lapar. Ini hal ilmiah, dimana manusia berbuat kerusakan."
1206806904103673856,2019-12-17 12:22:41,Menteri SYL Minta Polisi Tangkap Pejabat Pemberi Izin Alih Fungsi Lahan Pertanian https://t.co/sbGkchYArd https://t.co/ZwWDKcj9Hz
1206776034743373824,2019-12-17 10:20:02,Menteri SYL Minta Polisi Tangkap Pejabat Pemberi Izin Alih Fungsi Lahan Pertanian #KlikRMOLID #RepublikMerdeka https://t.co/WwcK4wDD1z
1206775339201916929,2019-12-17 10:17:16,Mentan Minta Pejabat Alih Fungsi Lahan Pertanian Dipolisikan https://t.co/8jOHPpxipr https://t.co/lDXcSGFuUg
1206750866549526528,2019-12-17 8:40:01,Syahrul Minta Polisikan Para Pejabat Alih Fungsi Lahan Pertanian - Warta Ekonomi https://t.co/htyz8jEYdN
1206737595297746944,2019-12-17 7:47:17,Mentan Syahrul Minta Polisikan dan Tangkap Pejabat Alih Fungsi Lahan Pertanian - https://t.co/4VTfUg4yfR
1206200149560586240,2019-12-15 20:11:40,"@littlepawsr @tubbirfess Ogah nya emang kesejahteraan petani belum bisa terjamin, lahan aja banyak yg alih fungsi jadi perumahan wkwk tidak munafik sarjana pertanian pas kerja malah ga sesuai sama title nya"
1206031994452246528,2019-12-15 9:03:29,6. Perhatian pemerintah sangat kurang banget 7. Payung hukum yg melindungi pertanian lemah banget 8. Alih fungsi lahan spt udah rutinitas tiap bulan 9. Koperasi lemah dan produk pertanian kena fluktuasi inflasi tinggi bgt tp petani cuma dapet rugi
1205974410424770560,2019-12-15 5:14:40,"@tubbirfess -c- Dan apa yang melandasi? Ya tentang kebijakan pertanian dan sistem pemerintahan kita. Yang harusnya lahannya luas karena menyalahi uu soal alih fungsi lahan jadi lahannya sempit pas lahan udah sempit, panen dikit, uang yang di terima juga sedikit.-c-"
1205804804125032448,2019-12-14 18:00:42,"@tubbirfess 1. Mekanisasi pertanian 2. Asuransi pertanian 3. Penetapan harga minimum, spya klo kelebihan produksi atau gk produksi langkah hrga gk anjlok. 4. Karantina pertanian lbh ditegaskan. 5. Penekanan alih fungsi lahan"
1204588202637565952,2019-12-11 9:26:22,"SobaTani, memperingati Hari Hak Asasi Manusia Internasional, mari kita wujudkan pertanian berkeadilan dengan mencegah alih fungsi lahan pertania. Terlebih sektor pertanian memiliki potensi untuk menyediakan… https://t.co/NnZFSATKHb"
1203717006068867073,2019-12-08 23:44:32,Alih Fungsi Lahan Pertanian Harus Dicegah - Tabengan https://t.co/5G4GeswQmE https://t.co/jz8rRe73Hi
1203509762110869504,2019-12-08 10:01:02,"Alih Fungsi Lahan Berkaitan Erat dengan Sistem Pertanian Suku Baduy, Benarkah? https://t.co/fxec5hA74e"
1203158447925055488,2019-12-07 10:45:02,"Alih Fungsi Lahan Massif, Badung Rancang Perda Lahan Pertanian Pangan https://t.co/xryAjEszJH"
1202890674288418817,2019-12-06 17:01:00,"Alih Fungsi Marak, Dinas Pertanian Dorong Kebijakan Lindungi Lahan Produktif https://t.co/Rm86AtBLwZ https://t.co/lys3xUjr9F"
1202533583979606016,2019-12-05 17:22:03,"@jokowi Maaf pak,...sekarang bnyak lahan pertanian yg alih fungsi jadi perumahan yg kebanyakan mangkrak...apa ga semakin sempit lahan persawahan itu.. Darimana bisa swasembada beras jika lahannya semakin sempit.. Sementara kebutuhan pangan terus meningkat.harus ada lngkh pncegahan"
1202456197128830981,2019-12-05 12:14:32,#BandungRaya Legislator Minta Pemilik Lahan Pertanian tak Alih Fungsi Lahannya https://t.co/eEhGxYgx1M
1201974390918766592,2019-12-04 4:20:01,Yuk cegah alih fungsi lahan pertanian. #panganuntuknegeri #PertanianIndonesiaMaju . https://t.co/BqQDaBrXS4
1201727339542921216,2019-12-03 11:58:19,"@Dandhy_Laksono Artikel dr mas @ihsannudin_utm1, et al., ini jg menjabarkan situasi yg mirip. Beliau memperingatkan ancaman alih fungsi lahan pertanian di calon ibukota baru dg ketahanan pangan nasional. https://t.co/LpGCwHzpdS"
1201721605031972865,2019-12-03 11:35:32,Pemda Diminta Fokus Cegah Alih Fungsi Lahan Pertanian https://t.co/ZYXRuCjjte https://t.co/BR7IkiagXG
1201681565803147265,2019-12-03 8:56:26,"#sobatpvtpp #SobaTani Informasi lebih lengkap terkait pengendalian alih fungsi lahan pertanian untuk peningkatan produksi dan pemenuhan kebutuhan pangan, yuk simak video berikut ini"
1201674022850719746,2019-12-03 8:26:27,"#SobaTani Informasi lebih lengkap terkait pengendalian alih fungsi lahan pertanian untuk peningkatan produksi dan pemenuhan kebutuhan pangan, yuk simak video berikut ini. 👇 https://t.co/ivfYXbn5FT"
1201667315835822081,2019-12-03 7:59:48,"Hai Sobat Tani ! Langkah Pemerintah untuk mencengah Alih Fungsi Lahan Pertanian adalah membuat uu tentang lahan pertanian abadi. Segerahkanlah di daerah anda, laporkan kepada pemerintah setempat agar kawasan… https://t.co/Air6V7G7dy"
1201531449469366272,2019-12-02 22:59:55,Hai Sobat Tani ! Tangkal alih fungsi lahan dengan satu data Pertanian. #petanimuda #sejahterahkanpetani #indonesiaberdaulatpangan #2045lumbungpangandunia https://t.co/W4jRv0NuCU
1201362394317897728,2019-12-02 11:48:09,"Terus, penyebabnya #ClimateChange itu apa sih? Seluruh aktivitas manusia. Secara garis besar penyebab yg dominan diantaranya adl total energi, industri, pertanian, alih fungsi lahan hutan dan sampah. #ClimateChange #PKBGreenParty #GreenParty"
1200727307373154311,2019-11-30 17:44:33,"Lahan pertaniannya di bentengi dulu jgn mudah dirubah ketentuan alih fungsi lahannya diperketat, klo perlu bikin moratorium alih fungsi lahan pertanian ke pemukiman dan industri di stop dulu sampai dgn waktu yg TDK ditentukan, komando langsung dr pak presiden @jokowi"
1200303689581203456,2019-11-29 13:41:14,#LIVE Ketua Himpunan Kerukunan Tani Indonesia Jawa Tengah (HKTI) - Mirza Alih fungsi lahan pertanian selama ini memang sulit untuk dihindari. Tanggapan anda? #ElshintaEdisiSiang Simak: https://t.co/9y9eI0HjcP https://t.co/lqtMkhOq4F
1199682671795830784,2019-11-27 20:33:32,@a_wahyuwijaya Minta Bupati Bogor Tegas Menyikapi Alih Fungsi Lahan Pertanian -- https://t.co/mvP2PUhQxl
1199346352842346496,2019-11-26 22:17:07,Hai Sobat Tani ! Insentif untuk cegah Alih Fungsi Lahan Pertanian. #petanimuda #sejahterahkanpetani #indonesiaberdaulatpangan #2045lumbungpangandunia https://t.co/evjPYsVmjn
1199248502921945088,2019-11-26 15:48:18,Merugikan! Ini Dampak Negatif Alih Fungsi Lahan Pertanian. Selengkapnya https://t.co/2MkeGT2I8K
1199186402165944320,2019-11-26 11:41:32,Pengamat Sebut Lahan Pertanian di Kabupaten Bekasi Terancam Alih Fungsi Jadi Perumahan dan Industri - Warta Kota https://t.co/ilol3s0faC
1199140082197905410,2019-11-26 8:37:29,"Bupati Bekasi: Siapkan Regulasi, Perketat Alih Fungsi Lahan Pertanian https://t.co/QSrUa0Ptp5 https://t.co/WQvWdcIqj0"
1199000602266632192,2019-11-25 23:23:14,Merugikan! Ini Dampak Negatif Alih Fungsi Lahan Pertanian. Selengkapnya https://t.co/2MkeGT2I8K
1198999727762804736,2019-11-25 23:19:46,Merugikan! Ini Dampak Negatif Alih Fungsi Lahan Pertanian https://t.co/YqsIJ4hB7f
1198593558556491777,2019-11-24 20:25:47,"@tubirfess Tak heran lahan pertanian semakin sempit, alih fungsi lahan ternyata"
1197891674774466562,2019-11-22 21:56:45,Mentan @Syahrul_YL mengajak kita semua utk bersama - sama melindungi &amp; melestarikan lahan pertanian pangan dari alih fungsi lahan. Yuk disimak apa saja tujuan dari langkah tersebut. via @kementan #ElshintaEdisiMalam https://t.co/DO5FJbpnTU
1197768708476719104,2019-11-22 13:48:08,#Sobatani Mentan @Syahrul_YL mengajak kita semua utk bersama - sama melindungi &amp; melestarikan lahan pertanian pangan dari alih fungsi lahan. Yuk disimak apa saja tujuan dari langkah tersebut. https://t.co/VtVIw6TUCD
1197727228290691072,2019-11-22 11:03:18,Pemerintah Kabupaten Bekasi Siapkan Regulasi Perketat Alih Fungsi Lahan Pertanian https://t.co/xU3q1CB4yW
1197725540695756803,2019-11-22 10:56:36,"@kementan Kementan sendiri sudah secara aktif melakukan upaya pencegahan alih fungsi lahan secara masif melalui pemberian insentif bagi pemilik lahan, diantaranya dengan memberikan berbagai bantuan saprodi seperti alat mesin pertanian, pupuk, dan benih bersubsidi."
1197724704527663104,2019-11-22 10:53:16,"@kementan Jakarta, https://t.co/3dT3U0huvQ - Menteri Pertanian (Mentan), Syahrul Yasin Limpo tengah mengupayakan pencegahan alih fungsi lahan dengan data tunggal lahan pertanian dalam jangka pendek."
1197722565919199233,2019-11-22 10:44:46,"@kementan Kerugian pertama, sebut Radian, alih fungsi lahan pertanian bakal membuat kesejahteraan petani menurun. Akibatnya bergesernya lapangan kerja dari sektor pertanian ke non-pertanian. Jika tenaga kerja sebelumnya (petani) tidak mampu diserap semua"
1197720796237484034,2019-11-22 10:37:45,"@kementan ""Menjamin tidak terjadinya alih fungsi lahan ini dengan lebih awal merampungkan data. Data presisi luas lahan pertanian menjadi variabel utama menahan laju alih fungsi lahan, sehingga kedaulatan pangan nasional dapat diwujudkan segera,"" demikian diungkapkan Kepala Biro Humas"
1197716933413502976,2019-11-22 10:22:24,"@kementan Selain itu, Menteri Pertanian Syahrul Yasin Limpo juga mengupayakan pencegahan alih fungsi lahan dengan single data lahan pertanian dalam jangka pendek."
1197716914153259008,2019-11-22 10:22:19,"@kementan Kementerian Pertanian pun secara aktif melakukan upaya pencegahan alih fungsi lahan secara masif melalui pemberian insentif bagi pemilik lahan. Diantaranya dengan memberikan berbagai bantuan saprodi seperti alat mesin pertanian, pupuk, dan benih bersubsidi."
1197716894586785792,2019-11-22 10:22:14,"@kementan JAKARTA - Alih fungsi lahan pertanian ke non pertanian saat ini sangat meluas. Sejatinya, pemerintah telah memiliki instrumen hukum untuk menghambat alih fungsi lahan dengan UU Nomor 41 Tahun 2009 tentang Perlindungan Lahan Pertanian Pangan Berkelanjutan."
1197716342884880384,2019-11-22 10:20:03,"@kementan Kerugian pertama, sebut Radian, alih fungsi lahan pertanian bakal membuat kesejahteraan petani menurun. Akibatnya bergesernya lapangan kerja dari sektor pertanian ke non-pertanian. Jika tenaga kerja sebelumnya (petani) tidak mampu diserap semua"
