conversation_id,date,tweet,text_clean,text_preprocessed
1.38E+18,2021-04-06 18:06:03,"@detikcom Jadi inget sama seorang lelaki yg pake kameja warna putih, yg hobi merenung juga...kadang merenung di pantai, kadang di sawah, kadang di reruntuhan puing², kadang di jalan tol, kadang di pinggir kolam...",jadi inget sama seorang lelaki yg pake kameja warna putih yg hobi merenung jugakadang merenung di pantai kadang di sawah kadang di reruntuhan puing² kadang di jalan tol kadang di pinggir kolam,"['inget', 'lelaki', 'yg', 'pake', 'kameja', 'warna', 'putih', 'yg', 'hobi', 'renung', 'jugakadang', 'renung', 'pantai', 'kadang', 'sawah', 'kadang', 'runtuh', 'puing', 'kadang', 'jalan', 'tol', 'kadang', 'pinggir', 'kolam']"
1.38E+18,2021-03-26 10:27:10,"Orang bilang Indonesia subur dgn tanah sawah yang luas, akan tetapi karena kebodohannya malah import satu juta ton beras Tanah Sawah disulap jadi jalan ToL MAKAN TUH JALAN TOL..!!",orang bilang indonesia subur dgn tanah sawah yang luas akan tetapi karena kebodohannya malah import satu juta ton beras tanah sawah disulap jadi jalan tol makan tuh jalan tol,"['orang', 'bilang', 'indonesia', 'subur', 'dgn', 'tanah', 'sawah', 'luas', 'bodoh', 'import', 'juta', 'ton', 'beras', 'tanah', 'sawah', 'sulap', 'jalan', 'tol', 'makan', 'tuh', 'jalan', 'tol']"
1.36E+18,2021-02-10 19:09:26,"@lalaaJKT48 kota, tapi kotanya kayak kota Bandung. Walau q tinggal tengah kota, tapi msh bisa ngeliat sawah, gunung, kebun, sama jalan tol juga wkwkwk akses kalau mau ke supermarket/ hotel/ bank juga banyak jadi mudah",kota tapi kotanya kayak kota bandung walau q tinggal tengah kota tapi msh bisa ngeliat sawah gunung kebun sama jalan tol juga wkwkwk akses kalau mau ke supermarket hotel bank juga banyak jadi mudah,"['kota', 'kota', 'kayak', 'kota', 'bandung', 'q', 'tinggal', 'kota', 'msh', 'ngeliat', 'sawah', 'gunung', 'kebun', 'jalan', 'tol', 'wkwkwk', 'akses', 'supermarket', 'hotel', 'bank', 'mudah']"
1.36E+18,2021-01-30 16:26:41,@rrizkikiki WKWKWKWK ENAK AJA skrg sawah nusa indah udah jadi jalan tol :(,wkwkwkwk enak aja skrg sawah nusa indah udah jadi jalan tol,"['wkwkwkwk', 'enak', 'aja', 'skrg', 'sawah', 'nusa', 'indah', 'udah', 'jalan', 'tol']"
1.35E+18,2021-01-27 22:07:47,"Anak muda titah jadi pak tani, kebon/sawahna dibere injeum. Pak tani-na nu puluhan tahun ngagarap sawah/kebon titah gawe di pabrik atawa titah dagang da sawahna/kebonna dipaksa dijual keur pabrik, jalan tol, bandara jsb. Sok araraneh",anak muda titah jadi pak tani kebonsawahna dibere injeum pak tanina nu puluhan tahun ngagarap sawahkebon titah gawe di pabrik atawa titah dagang da sawahnakebonna dipaksa dijual keur pabrik jalan tol bandara jsb sok araraneh,"['anak', 'muda', 'titah', 'tani', 'kebonsawahna', 'dibere', 'injeum', 'tanina', 'nu', 'puluh', 'ngagarap', 'sawahkebon', 'titah', 'gawe', 'pabrik', 'atawa', 'titah', 'dagang', 'da', 'sawahnakebonna', 'paksa', 'jual', 'keur', 'pabrik', 'jalan', 'tol', 'bandara', 'jsb', 'sok', 'araraneh']"
1.35E+18,2021-01-15 13:34:04,@Bala_Raja1 Kangen lihat kebun sayur. Bbrp tahun lalu di ciledug smp cipondoh banyak lahan kebun sayur bahkan ada sawah di pinggir jalan tol. Skrng udah jadi komplek rumah mewah harga ber em-eman.,kangen lihat kebun sayur bbrp tahun lalu di ciledug smp cipondoh banyak lahan kebun sayur bahkan ada sawah di pinggir jalan tol skrng udah jadi komplek rumah mewah harga ber ememan,"['kangen', 'lihat', 'kebun', 'sayur', 'bbrp', 'ciledug', 'smp', 'cipondoh', 'lahan', 'kebun', 'sayur', 'sawah', 'pinggir', 'jalan', 'tol', 'skrng', 'udah', 'komplek', 'rumah', 'mewah', 'harga', 'ber', 'ememan']"
1.35E+18,2021-01-11 22:54:32,"Sawah udah banyak jadi jalan Tol, pabrik &amp; bandara, Mau Swasembada ?! Lawakannya garing.",sawah udah banyak jadi jalan tol pabrik amp bandara mau swasembada  lawakannya garing,"['sawah', 'udah', 'jalan', 'tol', 'pabrik', 'amp', 'bandara', 'swasembada', 'lawa', 'garing']"
1.34E+18,2020-12-30 5:16:19,"@jokowi Bendungan kau bangun, tapi sawah-sawah kau gusur jadi kompleks perumahan, pabrik, dan jalan tol. @jokowi",bendungan kau bangun tapi sawahsawah kau gusur jadi kompleks perumahan pabrik dan jalan tol,"['bendung', 'kau', 'bangun', 'sawahsawah', 'kau', 'gusur', 'kompleks', 'rumah', 'pabrik', 'jalan', 'tol']"
1.34E+18,2020-12-25 15:59:50,"Adik sepupu pamer foto di sawah yg hijau belakang rumah Simbah Lampung, dikepsyeni ""Ayo moleh Lampung, Mbak.."" Nang ati njuk nggrantes. Kangen ke masa kecil itu... Kini sisi belakang kampung Simbah sdh jadi jalan Tol Bakauheni Terbanggi Besar 😑 🙄",adik sepupu pamer foto di sawah yg hijau belakang rumah simbah lampung dikepsyeni ayo moleh lampung mbak nang ati njuk nggrantes kangen ke masa kecil itu kini sisi belakang kampung simbah sdh jadi jalan tol bakauheni terbanggi besar 😑 🙄,"['adik', 'sepupu', 'pamer', 'foto', 'sawah', 'yg', 'hijau', 'rumah', 'simbah', 'lampung', 'dikepsyeni', 'ayo', 'moleh', 'lampung', 'mbak', 'nang', 'ati', 'njuk', 'nggrantes', 'kangen', 'sisi', 'kampung', 'simbah', 'sdh', 'jalan', 'tol', 'bakauheni', 'terbanggi', '', '']"
1.34E+18,2020-12-20 17:02:28,@tempodotco Pokoknya yg gak sependapat dengan pemerintahan jokowi disebut kadrun. Itulah midset orang2 yg hidup jadi buzzer atau gak faham fakta. Kalau mau bangun tol ya harus memperhatikan wilayah yg dilewatinya. Jangan asal ngecor jalan kemudian nutup irigasi sawah sampai banjir.,pokoknya yg gak sependapat dengan pemerintahan jokowi disebut kadrun itulah midset orang yg hidup jadi buzzer atau gak faham fakta kalau mau bangun tol ya harus memperhatikan wilayah yg dilewatinya jangan asal ngecor jalan kemudian nutup irigasi sawah sampai banjir,"['pokok', 'yg', 'gak', 'dapat', 'perintah', 'jokowi', 'kadrun', 'midset', 'orang', 'yg', 'hidup', 'buzzer', 'gak', 'faham', 'fakta', 'bangun', 'tol', 'ya', 'perhati', 'wilayah', 'yg', 'lewat', 'ngecor', 'jalan', 'nutup', 'irigasi', 'sawah', 'banjir']"
1.34E+18,2020-12-18 21:27:19,"Dan kalo liat kejadian ini jadi inget awal2 tol cipali dkk baru jadi. Banyak musang mati ketabrak&amp;kelindes mobil. Si musang biasa cari makan di sawah, eh sawahnya dijadiin jalan tol, mana paham dia, kan musang. Kalo skrg sih udah gada kejadian kek gitu karena udh pada mati kali",dan kalo liat kejadian ini jadi inget awal tol cipali dkk baru jadi banyak musang mati ketabrakampkelindes mobil si musang biasa cari makan di sawah eh sawahnya dijadiin jalan tol mana paham dia kan musang kalo skrg sih udah gada kejadian kek gitu karena udh pada mati kali,"['kalo', 'liat', 'jadi', 'inget', 'tol', 'cipali', 'dkk', 'musang', 'mati', 'ketabrakampkelindes', 'mobil', 'si', 'musang', 'cari', 'makan', 'sawah', 'eh', 'sawah', 'dijadiin', 'jalan', 'tol', 'paham', 'musang', 'kalo', 'skrg', 'sih', 'udah', 'gada', 'jadi', 'kek', 'gitu', 'udh', 'mati', 'kali']"
1.33E+18,2020-12-05 15:50:13,"@uucil_ tmpt gw biasa nyantai sendirian di gubuk dengan pemandangan sawah dan hutan, ga lupa samping gubuk ada sungai kecil yg suara gemericiknya enak bgt, tapi sayang sekarang dah kegusur jadi jalan tol wkwkwk",tmpt gw biasa nyantai sendirian di gubuk dengan pemandangan sawah dan hutan ga lupa samping gubuk ada sungai kecil yg suara gemericiknya enak bgt tapi sayang sekarang dah kegusur jadi jalan tol wkwkwk,"['tmpt', 'gw', 'nyantai', 'gubuk', 'pandang', 'sawah', 'hutan', 'ga', 'lupa', 'samping', 'gubuk', 'sungai', 'yg', 'suara', 'gemericiknya', 'enak', 'bgt', 'sayang', 'dah', 'gusur', 'jalan', 'tol', 'wkwkwk']"
1.33E+18,2020-12-02 10:04:40,"Beberapa waktu lalu lewat jalan tol yang pondasinya tebel, bertingkat, ada aksen arsitekturnya aku mbatin wow sugoiiii Lalu gak lama setelahnya nyadar weh aku jadi apa yang dikatakan netijen: rang desa heran sama bangunan kota, rang kota heran liat sawah dan blue sky. 😂",beberapa waktu lalu lewat jalan tol yang pondasinya tebel bertingkat ada aksen arsitekturnya aku mbatin wow sugoiiii lalu gak lama setelahnya nyadar weh aku jadi apa yang dikatakan netijen rang desa heran sama bangunan kota rang kota heran liat sawah dan blue sky 😂,"['jalan', 'tol', 'pondasinya', 'tebel', 'tingkat', 'aksen', 'arsitektur', 'mbatin', 'wow', 'sugoiiii', 'gak', 'telah', 'nyadar', 'weh', 'netijen', 'rang', 'desa', 'heran', 'bangun', 'kota', 'rang', 'kota', 'heran', 'liat', 'sawah', 'blue', 'sky', '']"
1.33E+18,2020-12-01 18:49:38,"Krn sisi selatan lebih tinggi dibanding sisi utara jalan, air tdk bsa trbuang ke sebelah utara jalan tol. Jadi gelontoran air hujan ini akhirnya menggenangi sawah-sawah di sisi selatan jalan tol. Petani makin ngenes saat banjir dadakan itu terjadi ketika tanaman padi mau panen.",krn sisi selatan lebih tinggi dibanding sisi utara jalan air tdk bsa trbuang ke sebelah utara jalan tol jadi gelontoran air hujan ini akhirnya menggenangi sawahsawah di sisi selatan jalan tol petani makin ngenes saat banjir dadakan itu terjadi ketika tanaman padi mau panen,"['krn', 'sisi', 'selatan', 'banding', 'sisi', 'utara', 'jalan', 'air', 'tdk', 'bsa', 'trbuang', 'belah', 'utara', 'jalan', 'tol', 'gelontor', 'air', 'hujan', 'genang', 'sawahsawah', 'sisi', 'selatan', 'jalan', 'tol', 'tani', 'ngenes', 'banjir', 'dada', 'tanam', 'padi', 'panen']"
1.33E+18,2020-11-26 13:16:55,"@Skinnykaps Emang udah ilang , sawah sawah udah jadi gedung sama jalan tol",emang udah ilang  sawah sawah udah jadi gedung sama jalan tol,"['emang', 'udah', 'ilang', 'sawah', 'sawah', 'udah', 'gedung', 'jalan', 'tol']"
1.33E+18,2020-11-24 3:14:50,"@detikcom @detikfinance Sawah ladang jadi jalan tol, gimana beras gk mau impor, mau nanem padi di tol ?",sawah ladang jadi jalan tol gimana beras gk mau impor mau nanem padi di tol,"['sawah', 'ladang', 'jalan', 'tol', 'gimana', 'beras', 'gk', 'impor', 'nanem', 'padi', 'tol']"
1.33E+18,2020-11-19 10:31:21,"@Zeidz_ @WarkopRaisa @qiunco2761 @ustadtengkuzul lah skrg yg dibangun sbgian besar cuma jalan tol dan bandara kok... produktif kah...??? makin ancor ekonomi rakyat yg ada di jalan arteri broo... jadi sepi... program cetak sawah gagal, ntah apa yg ditanam, duit habis tak ada hasil... brp tahun sih panen padi bro...???",lah skrg yg dibangun sbgian besar cuma jalan tol dan bandara kok produktif kah makin ancor ekonomi rakyat yg ada di jalan arteri broo jadi sepi program cetak sawah gagal ntah apa yg ditanam duit habis tak ada hasil brp tahun sih panen padi bro,"['skrg', 'yg', 'bangun', 'sbgian', 'jalan', 'tol', 'bandara', 'produktif', 'kah', 'ancor', 'ekonomi', 'rakyat', 'yg', 'jalan', 'arteri', 'broo', 'sepi', 'program', 'cetak', 'sawah', 'gagal', 'ntah', 'yg', 'tanam', 'duit', 'habis', 'hasil', 'brp', 'sih', 'panen', 'padi', 'bro']"
1.33E+18,2020-11-17 7:29:54,@GNFI Tani? Sawah aja jadi jalan tol. 😌,tani sawah aja jadi jalan tol 😌,"['tani', 'sawah', 'aja', 'jalan', 'tol', '']"
1.32E+18,2020-11-07 12:56:06,Jadi semalem kan gua ke bandung dari semarang lewat tol. Nah pas tol kendal ampe pemalang kan gua yg bawa. Pas dipinggir jalan kaya lagi agak macet gitu gua liat ada mbak2 dipinggiran rambutnya panjang pake baju putih ngadep ke sawah kaya lg ancang2 mau terbang anjrit 😭😭😭,jadi semalem kan gua ke bandung dari semarang lewat tol nah pas tol kendal ampe pemalang kan gua yg bawa pas dipinggir jalan kaya lagi agak macet gitu gua liat ada mbak dipinggiran rambutnya panjang pake baju putih ngadep ke sawah kaya lg ancang mau terbang anjrit 😭😭😭,"['semalem', 'gua', 'bandung', 'semarang', 'tol', 'pas', 'tol', 'kendal', 'ampe', 'malang', 'gua', 'yg', 'bawa', 'pas', 'pinggir', 'jalan', 'kaya', 'macet', 'gitu', 'gua', 'liat', 'mbak', 'pinggir', 'rambut', 'pake', 'baju', 'putih', 'ngadep', 'sawah', 'kaya', 'lg', 'ancang', 'terbang', 'anjrit', '']"
1.32E+18,2020-10-30 7:51:15,"@CNNIndonesia Wkwkkwkwkwkk padahal sawah dah jadi jalan tol sama bandara, trus harga sering anjlok",wkwkkwkwkwkk padahal sawah dah jadi jalan tol sama bandara trus harga sering anjlok,"['wkwkkwkwkwkk', 'sawah', 'dah', 'jalan', 'tol', 'bandara', 'trus', 'harga', 'anjlok']"
1.32E+18,2020-10-30 7:09:24,@elisa_jkt Sawah sudah jadi Jalan Tol...Mau nanam apa?,sawah sudah jadi jalan tolmau nanam apa,"['sawah', 'jalan', 'tolmau', 'nanam']"
1.32E+18,2020-10-29 23:41:27,"@Jay_F618 Gemana jadi petani...? ✅Lahan gk punya ✅Sawah gk punya ✅Tanah gk punya Semuanya sdh dibeli utk bikin pabrik, utk bikin Jalan Tol. Mikiiir...!!!",gemana jadi petani ✅lahan gk punya ✅sawah gk punya ✅tanah gk punya semuanya sdh dibeli utk bikin pabrik utk bikin jalan tol mikiiir,"['gana', 'tani', 'lahan', 'gk', 'sawah', 'gk', 'tanah', 'gk', 'sdh', 'beli', 'utk', 'bikin', 'pabrik', 'utk', 'bikin', 'jalan', 'tol', 'mikiiir']"
1.32E+18,2020-10-29 23:38:41,"@Cahyoyok1 Cemana jadi petani...? ✅Lahan gk punya ✅Sawah gk punya ✅Tanah gk punya Semuanya sdh dibeli utk bikin pabrik, utk bikin Jalan Tol. 🤔🤔🤔",cemana jadi petani ✅lahan gk punya ✅sawah gk punya ✅tanah gk punya semuanya sdh dibeli utk bikin pabrik utk bikin jalan tol 🤔🤔🤔,"['cemana', 'tani', 'lahan', 'gk', 'sawah', 'gk', 'tanah', 'gk', 'sdh', 'beli', 'utk', 'bikin', 'pabrik', 'utk', 'bikin', 'jalan', 'tol', '']"
1.32E+18,2020-10-29 22:30:20,@laywookcom Hehe maaf pak kan sawah nya pada jadi bandara dan jalan tol :'((,hehe maaf pak kan sawah nya pada jadi bandara dan jalan tol,"['hehe', 'maaf', 'sawah', 'nya', 'bandara', 'jalan', 'tol']"
1.32E+18,2020-10-25 17:42:14,"Pusat pemerintahan Malaysia Putra Jaya dan airport KLIA dulu itu perkebunan dan sawah sekarang sudah jadi real estate , jalan tol, perkantoran . Tapi rakyat Malaysia tetap makan nasi dan penghasil CPO dan Karet terbesar didunia",pusat pemerintahan malaysia putra jaya dan airport klia dulu itu perkebunan dan sawah sekarang sudah jadi real estate  jalan tol perkantoran  tapi rakyat malaysia tetap makan nasi dan penghasil cpo dan karet terbesar didunia,"['pusat', 'perintah', 'malaysia', 'putra', 'jaya', 'airport', 'klia', 'kebun', 'sawah', 'real', 'estate', 'jalan', 'tol', 'kantor', 'rakyat', 'malaysia', 'makan', 'nasi', 'hasil', 'cpo', 'karet', 'besar', 'dunia']"
1.32E+18,2020-10-24 9:43:39,"Bayangin di spot lain, kalau sepanjang jalan itu bukan bertokoan tapi sawah semua. Biasanya bisa ngasih makan berapa banyak orang? Kalo jadi jalan tol gimana, apa ada tempat lain yang bisa dipakai mencetak sawah baru? Harus babat hutan banget nih buat nambah sawah ladang kebun?",bayangin di spot lain kalau sepanjang jalan itu bukan bertokoan tapi sawah semua biasanya bisa ngasih makan berapa banyak orang kalo jadi jalan tol gimana apa ada tempat lain yang bisa dipakai mencetak sawah baru harus babat hutan banget nih buat nambah sawah ladang kebun,"['bayangin', 'spot', 'jalan', 'toko', 'sawah', 'ngasih', 'makan', 'orang', 'kalo', 'jalan', 'tol', 'gimana', 'pakai', 'cetak', 'sawah', 'babat', 'hutan', 'banget', 'nih', 'nambah', 'sawah', 'ladang', 'kebun']"
1.32E+18,2020-10-12 19:54:15,"@schfess Bismillah, anak rl mohon skip. Mewah (mepet sawah), pinggir kali brantas, deket jalan tol, jadi pas liat dari bawah kek ada mobil terbang",bismillah anak rl mohon skip mewah mepet sawah pinggir kali brantas deket jalan tol jadi pas liat dari bawah kek ada mobil terbang,"['bismillah', 'anak', 'rl', 'mohon', 'skip', 'mewah', 'mepet', 'sawah', 'pinggir', 'kali', 'brantas', 'deket', 'jalan', 'tol', 'pas', 'liat', 'kek', 'mobil', 'terbang']"
1.31E+18,2020-10-07 10:21:09,"@imamwom @Maes_rei Udah enak nyaman dan asik jadi petani.. lalu sawah, ladangnya, kena gusur proyek pembangunan, dulu juga di sini Bekasi mayoritas penduduk adalah petani tapi kini hilang, sawah dan ladangnya di makan PT dan jalan tol. Indahnya Indonesia ku.",udah enak nyaman dan asik jadi petani lalu sawah ladangnya kena gusur proyek pembangunan dulu juga di sini bekasi mayoritas penduduk adalah petani tapi kini hilang sawah dan ladangnya di makan pt dan jalan tol indahnya indonesia ku,"['udah', 'enak', 'nyaman', 'asik', 'tani', 'sawah', 'ladang', 'kena', 'gusur', 'proyek', 'bangun', 'bekas', 'mayoritas', 'duduk', 'tani', 'hilang', 'sawah', 'ladang', 'makan', 'pt', 'jalan', 'tol', 'indah', 'indonesia', 'ku']"
1.31E+18,2020-09-27 16:07:16,"Jadi inget awal-awal ada proyek jalan tol trans sumatera, pokoknya yang sawah/kebunnya kena gusuran jalan tol pasti rumahnya auto dibikin tingkat sama beli mobil baru🥺🥺",jadi inget awalawal ada proyek jalan tol trans sumatera pokoknya yang sawahkebunnya kena gusuran jalan tol pasti rumahnya auto dibikin tingkat sama beli mobil baru🥺🥺,"['inget', 'awalawal', 'proyek', 'jalan', 'tol', 'trans', 'sumatera', 'pokok', 'sawahkebunnya', 'kena', 'gusur', 'jalan', 'tol', 'rumah', 'auto', 'bikin', 'tingkat', 'beli', 'mobil', 'baru']"
1.31E+18,2020-09-25 13:28:45,"@icaicaddinding Menunggu sawah"" dijawa dirubah jadi perumahan, bandara, mall, jalan tol dll 🙃",menunggu sawah dijawa dirubah jadi perumahan bandara mall jalan tol dll 🙃,"['tunggu', 'sawah', 'dijawa', 'rubah', 'rumah', 'bandara', 'mall', 'jalan', 'tol', 'dll', '']"
1.30E+18,2020-09-07 15:08:27,@Robert__Moses @aniesbaswedan Dipikir dilogika tol jalur cepat buat mobil....kalo ditawari masuk tol gowes sepeda mending gowes di jalan desa at pingir sawah lebih sehat...karena dikota gak ada sawah dan desa jadi jalan tol buat jalur goes sepeda,dipikir dilogika tol jalur cepat buat mobilkalo ditawari masuk tol gowes sepeda mending gowes di jalan desa at pingir sawah lebih sehatkarena dikota gak ada sawah dan desa jadi jalan tol buat jalur goes sepeda,"['pikir', 'logika', 'tol', 'jalur', 'cepat', 'mobilkalo', 'tawar', 'masuk', 'tol', 'gowes', 'sepeda', 'mending', 'gowes', 'jalan', 'desa', 'at', 'pingir', 'sawah', 'sehatkarena', 'kota', 'gak', 'sawah', 'desa', 'jalan', 'tol', 'jalur', 'goes', 'sepeda']"
1.28E+18,2020-07-02 15:45:29,"@Ameeranti Kerawang lumbung beras apa sekarang masih? Penyempitan lahan sawah jadi pabrik, gudang, perumahan, jalan tol n generasi petani baru makin sedikit",kerawang lumbung beras apa sekarang masih penyempitan lahan sawah jadi pabrik gudang perumahan jalan tol n generasi petani baru makin sedikit,"['kerawang', 'lumbung', 'beras', 'sempit', 'lahan', 'sawah', 'pabrik', 'gudang', 'rumah', 'jalan', 'tol', 'n', 'generasi', 'tani']"
1.27E+18,2020-06-19 9:00:50,Banyak perumahan baru kiri kanan kali CBL yg sejajar dengan jalan tol Cibitung_Tanjung Priok. Ya itu tadi lahan banyak yg blm dibebaskan. Malah sawah bajayk yg berubah jadi lokasi perumahan.,banyak perumahan baru kiri kanan kali cbl yg sejajar dengan jalan tol cibitungtanjung priok ya itu tadi lahan banyak yg blm dibebaskan malah sawah bajayk yg berubah jadi lokasi perumahan,"['rumah', 'kiri', 'kanan', 'kali', 'cbl', 'yg', 'sejajar', 'jalan', 'tol', 'cibitungtanjung', 'priok', 'ya', 'lahan', 'yg', 'blm', 'bebas', 'sawah', 'bajayk', 'yg', 'ubah', 'lokasi', 'rumah']"
1.27E+18,2020-06-18 11:48:49,"Ironis gak sih, kalau sawah Bapak Marhaen skrg entah jadi jalan tol atau komplek perumahan di Batununggal Tapi makamnya jd tempat ziarah Telling so much about a nation",ironis gak sih kalau sawah bapak marhaen skrg entah jadi jalan tol atau komplek perumahan di batununggal tapi makamnya jd tempat ziarah telling so much about a nation,"['ironis', 'gak', 'sih', 'sawah', 'marhaen', 'skrg', 'jalan', 'tol', 'komplek', 'rumah', 'batununggal', 'makam', 'jd', 'ziarah', 'telling', 'so', 'much', 'about', 'a', 'nation']"
1.27E+18,2020-06-16 16:28:48,"Terus ada yg bilang. ""Terus gimana kita mau swa sembada beras kalo sawah jadi jalan tol semua?"" Gw kasih tau yaa, swa sembada beras itu GAK REALISTIS SECARA EKONOMI, secara teknis juga hampit mustahil. Akan banyak resource kita yg terbuang kalo maksain.",terus ada yg bilang terus gimana kita mau swa sembada beras kalo sawah jadi jalan tol semua gw kasih tau yaa swa sembada beras itu gak realistis secara ekonomi secara teknis juga hampit mustahil akan banyak resource kita yg terbuang kalo maksain,"['yg', 'bilang', 'gimana', 'swa', 'sembada', 'beras', 'kalo', 'sawah', 'jalan', 'tol', 'gw', 'kasih', 'tau', 'yaa', 'swa', 'sembada', 'beras', 'gak', 'realistis', 'ekonomi', 'teknis', 'hampit', 'mustahil', 'resource', 'yg', 'buang', 'kalo', 'maksain']"
1.27E+18,2020-06-14 14:19:35,Masyarakat diskusi untuk menuntut hak mereka (Keadilan &amp,masyarakat diskusi untuk menuntut hak mereka keadilan amp,"['masyarakat', 'diskusi', 'tuntut', 'hak', 'adil', 'amp']"
1.27E+18,2020-06-12 7:09:17,@geloraco Emang Tiap WNI punya lahan? Dan terus kenapa sawah-sawah malah diubah jadi pabrik dan jalan tol?,emang tiap wni punya lahan dan terus kenapa sawahsawah malah diubah jadi pabrik dan jalan tol,"['emang', 'wni', 'lahan', 'sawahsawah', 'ubah', 'pabrik', 'jalan', 'tol']"
1.27E+18,2020-05-29 18:06:40,"Jadi inget waktu dulu masih tinggal di asem gebog karena samping rumah itu sawah semua tiap sore selalu main disana kalo mainnya jauh dikit mandinya di ""keprek"" yang jalannya itu harus nyebrangin jalan TOL dulu, bener-bener si bolang waktu kecilnya teh 😭😂",jadi inget waktu dulu masih tinggal di asem gebog karena samping rumah itu sawah semua tiap sore selalu main disana kalo mainnya jauh dikit mandinya di keprek yang jalannya itu harus nyebrangin jalan tol dulu benerbener si bolang waktu kecilnya teh 😭😂,"['inget', 'tinggal', 'asem', 'gebog', 'samping', 'rumah', 'sawah', 'sore', 'main', 'sana', 'kalo', 'main', 'dikit', 'mandi', 'keprek', 'jalan', 'nyebrangin', 'jalan', 'tol', 'benerbener', 'si', 'bolang', 'kecil', 'teh', '']"
1.27E+18,2020-05-29 17:25:01,"Cetak sawah , sawah dicetak jadi real estate , jalan tol , perumahan 🤣😂",cetak sawah  sawah dicetak jadi real estate  jalan tol  perumahan 🤣😂,"['cetak', 'sawah', 'sawah', 'cetak', 'real', 'estate', 'jalan', 'tol', 'rumah', '']"
1.26E+18,2020-05-24 3:59:55,"@subtanyarl Sedangkan dia? Jalannya mulus mulus saja, datar. Dia hanya mendapatkan pemandangan sawah, tembok rumah, dll. Bisa jadi dia lewat jalan tol, tapi dia gatau sebenarnya dia mau kemana. Tapi dia tetep jalan, dia tetep jalan karena dia menikmati pemandangannya, sekalipun cuma sawah.",sedangkan dia jalannya mulus mulus saja datar dia hanya mendapatkan pemandangan sawah tembok rumah dll bisa jadi dia lewat jalan tol tapi dia gatau sebenarnya dia mau kemana tapi dia tetep jalan dia tetep jalan karena dia menikmati pemandangannya sekalipun cuma sawah,"['jalan', 'mulus', 'mulus', 'datar', 'pandang', 'sawah', 'tembok', 'rumah', 'dll', 'jalan', 'tol', 'gatau', 'mana', 'tetep', 'jalan', 'tetep', 'jalan', 'nikmat', 'pandang', 'sawah']"
1.26E+18,2020-05-20 11:46:01,"Pernah mikir gini, biar indonesia tetap jadi negara agraria kenapa gak jalan tol bagian atas dibangun lahan hidroponik sawah? Terus nanti lahan pertanian jadi lahan kebuh buah2 Kan negara ada pemasukan juga jadinya wkwkwk #pertanian #SayaMasihPercayaJokowi #indonesiamaju",pernah mikir gini biar indonesia tetap jadi negara agraria kenapa gak jalan tol bagian atas dibangun lahan hidroponik sawah terus nanti lahan pertanian jadi lahan kebuh buah kan negara ada pemasukan juga jadinya wkwkwk,"['mikir', 'gin', 'biar', 'indonesia', 'negara', 'agraria', 'gak', 'jalan', 'tol', 'bangun', 'lahan', 'hidroponik', 'sawah', 'lahan', 'tani', 'lahan', 'kebuh', 'buah', 'negara', 'pasu', 'wkwkwk']"
1.26E+18,2020-05-14 4:10:13,"Lho kok cetak sawah bukanya kita hobi import yah ? 😁 Ngapain nanem nanem wong biasanya kita import ? 😁 Sawah kita kan udah jadi perumahan, jalan, tol dan lainnya Mana infra yang di bangakan ? pak harto gagal cetak sawah ? Cc : @Berkarya_Info",lho kok cetak sawah bukanya kita hobi import yah  😁 ngapain nanem nanem wong biasanya kita import  😁 sawah kita kan udah jadi perumahan jalan tol dan lainnya mana infra yang di bangakan  pak harto gagal cetak sawah  cc,"['lho', 'cetak', 'sawah', 'buka', 'hobi', 'import', 'yah', '', 'ngapain', 'nanem', 'nanem', 'import', '', 'sawah', 'udah', 'rumah', 'jalan', 'tol', 'infra', 'bangakan', 'harto', 'gagal', 'cetak', 'sawah', 'cc']"
1.26E+18,2020-05-03 21:55:13,"Sawah jadi bandara, perumahan dan jalan tol. Terus mau balikin lagi jadi sawah. Ruwet",sawah jadi bandara perumahan dan jalan tol terus mau balikin lagi jadi sawah ruwet,"['sawah', 'bandara', 'rumah', 'jalan', 'tol', 'balikin', 'sawah', 'ruwet']"
1.26E+18,2020-05-02 18:32:43,"@H471KU @fou_cult @bejo_junior @encycloChica 650 ha utk jalan tol? Segitu luas tah? Lagian lho ya, tanah petani Indonesia rata rata mungkin gak ada 1 ha, terus ada anaknya kuliah dan hasil sawah segitu gak cukup buat biayai kuliah, di jual deh. Jadi ruko atau rumah atau gudang sama pemilik baru.",ha utk jalan tol segitu luas tah lagian lho ya tanah petani indonesia rata rata mungkin gak ada  ha terus ada anaknya kuliah dan hasil sawah segitu gak cukup buat biayai kuliah di jual deh jadi ruko atau rumah atau gudang sama pemilik baru,"['ha', 'utk', 'jalan', 'tol', 'segitu', 'luas', 'tah', 'lho', 'ya', 'tanah', 'tani', 'indonesia', 'gak', 'ha', 'anak', 'kuliah', 'hasil', 'sawah', 'segitu', 'gak', 'biaya', 'kuliah', 'jual', 'deh', 'ruko', 'rumah', 'gudang', 'milik']"
1.26E+18,2020-05-02 10:57:37,"Pas lagi krisis pangan, sawah dibutuhkan kan? Kemaren kenapa lu gusurin jadi jalan tol sama buat PLTU",pas lagi krisis pangan sawah dibutuhkan kan kemaren kenapa lu gusurin jadi jalan tol sama buat pltu,"['pas', 'krisis', 'pangan', 'sawah', 'butuh', 'kemaren', 'lu', 'gusurin', 'jalan', 'tol', 'pltu']"
