,Unnamed: 0,conversation_id,date,tweet,tweetbersih,translated,sentiment,,,,,,,,,,,,,
104,104,1.32E+018,2020-10-23 19:48:04,Cetak sawah di luar Jawa sdh merusak ekosistem  biaya besar dan pakai dana utang  giliran sdh jd sawah eh digusur oleh industri perkebunan sawit dan tambang  Ironisnya hampir setiap tahun ada program cetak sawah  sementara sawah yg sdh ada dibiarkan terus digusur  Negara ajaib,Cetak sawah di luar Jawa sdh merusak ekosistem  biaya besar dan pakai dana utang  giliran sdh jd sawah eh digusur oleh industri perkebunan sawit dan tambang  Ironisnya hampir setiap tahun ada program cetak sawah  sementara sawah yg sdh ada dibiarkan terus digusur  Negara ajaib,Printing rice fields outside Java has damaged the ecosystem at large costs and using debt funds has turned into rice fields and has been evicted by the palm oil and mining industries.,negative,,,,,,,,,,,,,
105,105,1.32E+018,2020-10-23 19:34:25,Bukan itu yg terjadi  Yg terjadi  sawah  yg sdh dicetak di luar Jawa juga banyak yg digusur  Bedanya sawah  di luar Jawa digusur oleh perkebunan sawit  tambang dan lainnya  Bahkan bukan hanya sawah  desa  juga hilang digusur sawit dan tambang,Bukan itu yg terjadi  Yg terjadi  sawah  yg sdh dicetak di luar Jawa juga banyak yg digusur  Bedanya sawah  di luar Jawa digusur oleh perkebunan sawit  tambang dan lainnya  Bahkan bukan hanya sawah  desa  juga hilang digusur sawit dan tambang,"That's not what happened. What happened was that paddy fields that had been printed outside Java were also evicted. The difference is that rice fields outside Java were being evicted by oil palm plantations, mining and others. Not only village rice fields were also lost to oil palm and mining.",negative,,,,,,,,,,,,,
106,106,1.32E+018,2020-10-23 19:32:46,Kalau di P Jawa  ampun  Yg jls gusur  jarang mikir dampak jgk panjang buat yg digusur  Uang ganti bkn jwbn  Petaninya apa hrs jd petugas tol  Cari lahan baru  bikin sawah lg atw babat alas  Ini hrs dipikir jg,Kalau di P Jawa  ampun  Yg jls gusur  jarang mikir dampak jgk panjang buat yg digusur  Uang ganti bkn jwbn  Petaninya apa hrs jd petugas tol  Cari lahan baru  bikin sawah lg atw babat alas  Ini hrs dipikir jg,"If in Java, forgive those who are evicted, rarely think about the long-term impact on those who have been evicted. Change money is not the answer. The farmer should be a toll officer. Look for new land, make another paddy field or cut down the pedestal. This has to be thought about too. . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .",neutral,,,,,,,,,,,,,
107,107,1.32E+018,2020-10-19 21:05:00,Tapi mau main layangan pun skrg lahan nya digusur perumahan dsb  Dan bikin bahaya  Harusnya orang tua jaman sekarang dong yg disalahin  Karena sibuk bikin pabrik daripada ngolah sawah kebun dsb wkwk,Tapi mau main layangan pun skrg lahan nya digusur perumahan dsb  Dan bikin bahaya  Harusnya orang tua jaman sekarang dong yg disalahin  Karena sibuk bikin pabrik daripada ngolah sawah kebun dsb wkwk,"But even if you want to play kites, now the land is evicted by housing, etc. And it makes it dangerous, it should be parents nowadays who are to blame because they are busy building factories instead of cultivating garden fields, etc.",negative,,,,,,,,,,,,,
108,108,1.32E+018,2020-10-19 9:32:05,Ada masyarakat hutan pengen hutannya digusur ganti sawah  Wkwkwk goblok,Ada masyarakat hutan pengen hutannya digusur ganti sawah  Wkwkwk goblok,There are forest people who want their forests to be evicted to replace rice fields Wkwkwk stupid,negative,,,,,,,,,,,,,
109,109,1.32E+018,2020-10-17 17:38:22,sawah digusur,sawah digusur,rice fields evicted,neutral,,,,,,,,,,,,,
110,110,1.31E+018,2020-10-11 9:40:20,Halte rusak koar koar  sawah dijadiin beton  rumah digusur dijadiin tol  hutan dibakar ga koar koar tuh,Halte rusak koar koar  sawah dijadiin beton  rumah digusur dijadiin tol  hutan dibakar ga koar koar tuh,"The bus stop was damaged, the rice fields were turned into concrete, the houses were evicted into forest toll roads, they were burned.",negative,,,,,,,,,,,,,
111,111,1.31E+018,2020-10-10 7:50:31,Receh opinimu  menandakan dangkal otakmu  Fasum dibela mati matian  giliran hutan ditebang  sawah digusur  nyawa dihilangkan malah diabaikan  Saya pamit undur diri,Receh opinimu  menandakan dangkal otakmu  Fasum dibela mati matian  giliran hutan ditebang  sawah digusur  nyawa dihilangkan malah diabaikan  Saya pamit undur diri,"The penny of your opinion shows that your brain is shallow. Fasum is being defended to the death, it's the turn of the forest to be cut down, the fields are evicted, the life is taken away, instead of being ignored. I said goodbye to my resignation. . . . . . . . . . . . . . . . . . . . . . . . . . .",negative,,,,,,,,,,,,,
112,112,1.31E+018,2020-10-10 1:53:15,Kan  tapi kan  tapi kan  rumah yang digusur dan sawah yag dibuldoser bukan fasilitas umum,Kan  tapi kan  tapi kan  rumah yang digusur dan sawah yag dibuldoser bukan fasilitas umum,"But right, but the houses that were evicted and the rice fields that were bulldozed were not public facilities",neutral,,,,,,,,,,,,,
113,113,1.31E+018,2020-10-10 0:18:46,Ada yg bilang   kenapa kita marah ngeliat warung dan halte dibakar  sementara sawah digusur engga marah   Sudut pandang orang macam   prioritas pun lain   jgn jejali orang ide besar kalau buat makan besok pun masih mikir  Tumbuhkan kesadaran  bukan kemarahan  Marah kok ngajak,Ada yg bilang   kenapa kita marah ngeliat warung dan halte dibakar  sementara sawah digusur engga marah   Sudut pandang orang macam   prioritas pun lain   jgn jejali orang ide besar kalau buat makan besok pun masih mikir  Tumbuhkan kesadaran  bukan kemarahan  Marah kok ngajak,"Some say why we are angry when we see stalls and bus stops being burned while rice fields are being evicted, we are not angry. People's points of view have different priorities. Don't overwhelm people with big ideas, if you are still thinking about eating tomorrow, Raise awareness, not anger. Why are you asking for it?",negative,,,,,,,,,,,,,
114,114,1.31E+018,2020-10-09 22:12:19,Emberrr kemana aja  pas hutan kebakar  sawah digusur,Emberrr kemana aja  pas hutan kebakar  sawah digusur,"Emberrr where have you been when the forest was burned, the rice fields were evicted",neutral,,,,,,,,,,,,,
115,115,1.31E+018,2020-10-09 19:14:05,seneng ra alas e diobongi  sawahe dadeke tol  omahmu digusur dadeke mol   seneng ra duit pajakmu dikorupsi  wong cilik ngrusak paling sepiroa,seneng ra alas e diobongi  sawahe dadeke tol  omahmu digusur dadeke mol   seneng ra duit pajakmu dikorupsi  wong cilik ngrusak paling sepiroa,"I'm happy that your father's toll road has been demolished by the rice fields, dadeke, mole, happy that your tax money has been corrupted by the little people who have damaged the most",neutral,,,,,,,,,,,,,
116,116,1.31E+018,2020-10-09 18:21:14,Bener bang  Rasanya mau bilang  Hutan rusak diem  Sawah digusur diem  Tanah warga disita paksa diem  Giliran halte busway rusak mrk bacot kemana   Apa krn yg lain  itu ga relate sm kehidupan mrk,Bener bang  Rasanya mau bilang  Hutan rusak diem  Sawah digusur diem  Tanah warga disita paksa diem  Giliran halte busway rusak mrk bacot kemana   Apa krn yg lain  itu ga relate sm kehidupan mrk,"It's true, I feel like saying Forests are damaged shut up Rice fields are evicted shut up People's lands are confiscated forcibly shut up It's the turn of the damaged busway stop where they slashed What is it because the others don't relate to their lives",negative,,,,,,,,,,,,,
117,117,1.31E+018,2020-10-09 18:10:16,Giliran halte dibakar berisiknya minta ampun  Ketika hutan dibakar  sawah dijadikan bandara  rumah warga digusur  hutan lindung dijadikan tambang  dan hutan adat ditanami sawit  Anda semua diam saja  Anjing kalian semua,Giliran halte dibakar berisiknya minta ampun  Ketika hutan dibakar  sawah dijadikan bandara  rumah warga digusur  hutan lindung dijadikan tambang  dan hutan adat ditanami sawit  Anda semua diam saja  Anjing kalian semua,"It's the turn of the bus stop being burned, the noise is begging for mercy. When the forest is burned, the rice fields are used as an airport, the people's houses are evicted, the protected forest is used as a mine and the customary forest is planted with oil palm. You are all silent. All of you dogs.",positive,,,,,,,,,,,,,
118,118,1.31E+018,2020-10-09 13:07:20,Bener banget mas  mending hutan dibakar  sawah ama rumah rakyat digusur daripada halte yang kebakar yakan  kan nanti jadi gabisa pulang kalo dibakar haltenya huhu,Bener banget mas  mending hutan dibakar  sawah ama rumah rakyat digusur daripada halte yang kebakar yakan  kan nanti jadi gabisa pulang kalo dibakar haltenya huhu,"It's really true, it's better if the forest is burned by rice fields and people's houses are evicted rather than the bus stop being burned, right, so you can't go home if the stop is burned huhu",positive,,,,,,,,,,,,,
119,119,1.31E+018,2020-10-09 11:13:36,Bacot aja si   hutan dibakar butuh berapa ratus tahun  Sawah digusur dibikin pabrik  kelapa sawit dibabat habis cuma buat segelintir oknum bangsat  hak buruh dikebiri  giliran gini disuruh santun  OTAK MANA OTAK,Bacot aja si   hutan dibakar butuh berapa ratus tahun  Sawah digusur dibikin pabrik  kelapa sawit dibabat habis cuma buat segelintir oknum bangsat  hak buruh dikebiri  giliran gini disuruh santun  OTAK MANA OTAK,"How many years does it take for the forest to be burned? It took hundreds of years for the rice fields to be evicted, the palm oil factory was cleared, only for a handful of rogues, the workers' rights were castrated. This is the turn, we are told to be polite. BRAIN WHERE BRAIN. . . . . . . . . . . . . . . . . . . . . . . . . . . . .",positive,,,,,,,,,,,,,
120,120,1.31E+018,2020-10-09 11:03:32,Kasihan hatenya dibakar  rangorang mau kerja gimana kalo haltenya dibakar       Sawah dan lahan perkebunan warga disrobot digusur    Mereka mau nanem padi  cari nafkah dimana dan gimana nasibnya      Konflik agraria kok diem aja,Kasihan hatenya dibakar  rangorang mau kerja gimana kalo haltenya dibakar       Sawah dan lahan perkebunan warga disrobot digusur    Mereka mau nanem padi  cari nafkah dimana dan gimana nasibnya      Konflik agraria kok diem aja,"It's a pity that the hate is being burned. People want to work. What if the stop is burned. The rice fields and plantation lands of the residents are being evicted. They want to grow rice to earn a living. Where and what will their fate be? Agrarian conflicts, why don't they stay silent?",negative,,,,,,,,,,,,,
121,121,1.31E+018,2020-10-09 9:56:20,Aku juga gak mendukung anarkisme  tapi bisa dipahami mengapa sampai begitu  Lah hutan dibakar  sawah kebun rumah digusur paksa  eksploitasi alam di mana mana  Masa kudu diam  Iya  gak semua aparat dan anggota dewan jahat  Sama  gak semua pendemo anarkis,Aku juga gak mendukung anarkisme  tapi bisa dipahami mengapa sampai begitu  Lah hutan dibakar  sawah kebun rumah digusur paksa  eksploitasi alam di mana mana  Masa kudu diam  Iya  gak semua aparat dan anggota dewan jahat  Sama  gak semua pendemo anarkis,"I also don't support anarchism, but I can understand why this happened. Forests were burned, rice fields, and home gardens were forcibly evicted. The exploitation of nature everywhere. Time to keep quiet. Yes, not all officers and members of the council are evil. Not all protesters are anarchists",negative,,,,,,,,,,,,,
122,122,1.31E+018,2020-10-09 8:42:44,Apa kabar sawah yg dibeton  hutan yg digunduli  rumah yg digusur dan sungai yg dialiri limbah pabrik,Apa kabar sawah yg dibeton  hutan yg digunduli  rumah yg digusur dan sungai yg dialiri limbah pabrik,"How are the rice fields that have been concreted, the forests that have been deforested, the houses that have been evicted and the rivers flowing with factory waste",negative,,,,,,,,,,,,,
123,123,1.31E+018,2020-10-09 8:14:01,Pendemo dibantah pake  udah baca uu nya yang demo   Pendukung demo yang menyayangkan fasum dibakar dibantah  hutan dibakar  sawah digusur kalian diem aja   Nanti opini barusan masih dibantah lagi  umat muslim dizalimi kalian diem aja   Nanti masih   ahh udah diem aja deh,Pendemo dibantah pake  udah baca uu nya yang demo   Pendukung demo yang menyayangkan fasum dibakar dibantah  hutan dibakar  sawah digusur kalian diem aja   Nanti opini barusan masih dibantah lagi  umat muslim dizalimi kalian diem aja   Nanti masih   ahh udah diem aja deh,"The demonstrators were denied using the demo law. Supporters of the demo who regretted that public facilities were burned, denied that the forest was burned, the fields were evicted, you just shut up. Later on, the opinion just now is still being refuted. Muslims are being persecuted, you just shut up.",negative,,,,,,,,,,,,,
124,124,1.31E+018,2020-10-09 7:45:57,ya besok kalau rumahmu atau sawah keluargamu digusur secara paksa dan tidak ada ganti rugi secara baik  urusin aja sendiri ya,ya besok kalau rumahmu atau sawah keluargamu digusur secara paksa dan tidak ada ganti rugi secara baik  urusin aja sendiri ya,"Yes, tomorrow, if your house or your family's rice fields are forcibly evicted and there is no compensation, take care of it yourself, okay?",positive,,,,,,,,,,,,,
125,125,1.31E+018,2020-10-09 6:41:31,HALTE DIBAKAR AJA HEBOH STENGAH GILA LO NJING  HUTAN DIBAKAR  SAWAH DIGUSUR BIASA BIASA AJA EMNG RAKYAT NGENTOT LO,HALTE DIBAKAR AJA HEBOH STENGAH GILA LO NJING  HUTAN DIBAKAR  SAWAH DIGUSUR BIASA BIASA AJA EMNG RAKYAT NGENTOT LO,STOP BURNED ONLY HORRIBLE MIDDLE CRAZY LO NJING FOREST BURNED BY RICE EVOLUTION USUAL,negative,,,,,,,,,,,,,
126,126,1.31E+018,2020-10-08 22:52:48,Waktu sawah dirampas  hutan dibakar  lahan adat digusur lalu masyarakat harus menyampaikan keluhkesahnya dengan cara yg santun   Hellno,Waktu sawah dirampas  hutan dibakar  lahan adat digusur lalu masyarakat harus menyampaikan keluhkesahnya dengan cara yg santun   Hellno,"When the rice fields are confiscated, the forest is burned, the customary land is evicted, then the community must convey their grievances in a polite manner Hellno",positive,,,,,,,,,,,,,
127,127,1.31E+018,2020-10-08 22:33:45,Hutan dibakar  sawah dan rumahnya digusur  dan kini hak haknya sebagai pekerja dikebiri  Terus rakyat dipaksa    santun dan elegan,Hutan dibakar  sawah dan rumahnya digusur  dan kini hak haknya sebagai pekerja dikebiri  Terus rakyat dipaksa    santun dan elegan,The forest was burned by the rice fields and the house was evicted and now their rights as workers are being castrated. The people are forced to be polite and elegant,positive,,,,,,,,,,,,,
128,128,1.31E+018,2020-10-08 21:16:21,hutan dibakar  sawah rumah digusur kok dibandingin sama vandal sih  premis nya ga kesitu  comparing smth itu apple to apple  lagi fasmum gue pake  dia pake  mereka pake  kita semua pake  bagi gue vandal adalah kriminal apapun alesannya  c mon jangan buat PR kita jadi makin banyak,hutan dibakar  sawah rumah digusur kok dibandingin sama vandal sih  premis nya ga kesitu  comparing smth itu apple to apple  lagi fasmum gue pake  dia pake  mereka pake  kita semua pake  bagi gue vandal adalah kriminal apapun alesannya  c mon jangan buat PR kita jadi makin banyak,"the forest is burned, the rice field, the house is being evicted, why is it compared to vandal, the premise is not there, comparing smth, it's apple to apple again, fasmum, I use him, use them, use all of us, vandal is a crime for me, whatever the reason is, c mon, don't make our homework more and more",negative,,,,,,,,,,,,,
129,129,1.31E+018,2020-10-08 20:57:50,Pendemo merusak  Apa tak kau lihat kerusakan yg ditimbulkan oleh tirani  amp,Pendemo merusak  Apa tak kau lihat kerusakan yg ditimbulkan oleh tirani  amp,Demonstrators destroy Can't you see the damage done by tyranny &,negative,,,,,,,,,,,,,
130,130,1.31E+018,2020-10-08 20:04:10,Hutan dibakar DIEM Sawah petani digusur DIEM Pelanggaran HAM ke orang kecil DIEM Ga ikut aksi   karena mikir yg rugi kalo ini di sahkan cuma mahasiswa sama buruh pabrik Bisa bisanya masih banyak yg ngebacot kek gini lawak bgt,Hutan dibakar DIEM Sawah petani digusur DIEM Pelanggaran HAM ke orang kecil DIEM Ga ikut aksi   karena mikir yg rugi kalo ini di sahkan cuma mahasiswa sama buruh pabrik Bisa bisanya masih banyak yg ngebacot kek gini lawak bgt,Forest burned by DIEM Farmers' fields evicted DIEM Human rights violations against small people DIEM Did not take part in the action because they thought that if this was legalized it would only be students and factory workers.,negative,,,,,,,,,,,,,
131,131,1.31E+018,2020-10-08 19:12:41,Sawah digusur hutan dibakar diam  giliran halte dibakar koar koar,Sawah digusur hutan dibakar diam  giliran halte dibakar koar koar,"The fields were evicted by the forest, burned quietly, the turn of the bus stop was burned loudly",negative,,,,,,,,,,,,,
132,132,1.31E+018,2020-10-08 18:36:42,Itu hutan dirusak sawah digusur laut dicemari kok diem wae,Itu hutan dirusak sawah digusur laut dicemari kok diem wae,"It's a forest destroyed by rice fields, evicted by the sea, polluted, why don't you shut up?",negative,,,,,,,,,,,,,
133,133,1.31E+018,2020-10-08 10:30:46,Demo atau tidak  Sementara itu di tempat lain  hutan akan tetap digunduli  warga tetap digusur  sawah tetap ditanami  beton   tanah tetap terus digali sampe inti bumi  hewan tetap ditembaki  pejabat dan investor tetap kaya  Apalagi kalo ngga demo,Demo atau tidak  Sementara itu di tempat lain  hutan akan tetap digunduli  warga tetap digusur  sawah tetap ditanami  beton   tanah tetap terus digali sampe inti bumi  hewan tetap ditembaki  pejabat dan investor tetap kaya  Apalagi kalo ngga demo,"Demo or not. Meanwhile, in other places, the forest will continue to be deforested, residents will still be evicted, rice fields will still be planted with concrete, the soil will continue to be dug up until the core of the earth, animals will still be shot at by officials and investors will remain rich. Especially if there is no demonstration",neutral,,,,,,,,,,,,,
134,134,1.31E+018,2020-10-08 8:48:17,Kawasan industri di Cikarang tambah meluas bro  sawah aja pada diurug buat bikin pabrik   kampung aja ada yg digusur Ama kawasan    kayaknya tambah banyak deh pabriknya,Kawasan industri di Cikarang tambah meluas bro  sawah aja pada diurug buat bikin pabrik   kampung aja ada yg digusur Ama kawasan    kayaknya tambah banyak deh pabriknya,"The industrial area in Cikarang is expanding, bro, the rice fields are just being filled to make village factories, some have been evicted. Ama the area seems to have more factories",neutral,,,,,,,,,,,,,
135,135,1.31E+018,2020-10-08 4:26:52,Sebelum  ada omnibusuk pun  tanah adat sudah dirampas  hutan dibabat  rumah sawah prkebunan pun digusur paksa  Apa lagi disahkan omnibusuk  Bisa  yg susah jdi melarat  yg malarat jdi gak bisa makan,Sebelum  ada omnibusuk pun  tanah adat sudah dirampas  hutan dibabat  rumah sawah prkebunan pun digusur paksa  Apa lagi disahkan omnibusuk  Bisa  yg susah jdi melarat  yg malarat jdi gak bisa makan,"Even before there was omni rot, the customary land had been confiscated, the forest was cut down, the rice field houses, the plantations were forcibly evicted. What else is it legalized for omni-rotation. It can be difficult for the poor to become destitute, so they can't eat. . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .",negative,,,,,,,,,,,,,
136,136,1.31E+018,2020-10-07 22:06:56,Pesangon Buruh    x Disunat jadi    Kali  yg   x dari BPJS ketenagakerjaan dari Iuran dari Pekerja Buruh Juga  Sawah Petani Gurem Bisa Digusur investasi jika di Perlukan  Jadi Bukan Rakyat YG Hoak Tapi Pejabat di TV yg Bikin Hoak Tapi Tuduh Rakyat,Pesangon Buruh    x Disunat jadi    Kali  yg   x dari BPJS ketenagakerjaan dari Iuran dari Pekerja Buruh Juga  Sawah Petani Gurem Bisa Digusur investasi jika di Perlukan  Jadi Bukan Rakyat YG Hoak Tapi Pejabat di TV yg Bikin Hoak Tapi Tuduh Rakyat,"Workers' severance pay is circumcised to be the second time from BPJS Employment from Contributions from Labor Workers as well as Gurem Farmers' Rice Fields Can be evicted if it's needed, so it's not people who are hoaxes but officials on TV who make hoaxes but accuse the people",negative,,,,,,,,,,,,,
137,137,1.31E+018,2020-10-07 13:47:28,Sepupu dan saya hampir tiap pulang kerja kumpul organisasi buat ngasih bantuan ke warga yg kesusahan  ngajar di kolong jembatan  bantuin buruh  yg sawah dn rumahnya digusur lah apa lah  Sedangkan yg pd di atas bukan meringankan malah seakan jatuhin batu gede sm kita  Nangis,Sepupu dan saya hampir tiap pulang kerja kumpul organisasi buat ngasih bantuan ke warga yg kesusahan  ngajar di kolong jembatan  bantuin buruh  yg sawah dn rumahnya digusur lah apa lah  Sedangkan yg pd di atas bukan meringankan malah seakan jatuhin batu gede sm kita  Nangis,"My cousin and I almost every time we get home from work, organizations gather to provide assistance to residents who are having trouble teaching under the bridge, what do we do to help workers whose rice fields and houses have been evicted?",neutral,,,,,,,,,,,,,
138,138,1.31E+018,2020-10-07 7:41:14,Oiyaa kasus papua  anjing betapa bobroknya pemerintahan kita  Kasus penebangan hutan demi hutan sawit  Jing lah goblok  Pembebasan lahan secara paksa  rumah digusur sawah petani digusur  Woiii melek  negeri ini butuh evaluasi,Oiyaa kasus papua  anjing betapa bobroknya pemerintahan kita  Kasus penebangan hutan demi hutan sawit  Jing lah goblok  Pembebasan lahan secara paksa  rumah digusur sawah petani digusur  Woiii melek  negeri ini butuh evaluasi,"Oh yes, the case of Papua, dogs, how bad our government is. The case of logging for oil palm forests, Jing is stupid. Land acquisition forcibly evicted houses, evicted farmers' fields, Woiii literacy in this country needs evaluation. . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .",negative,,,,,,,,,,,,,
139,139,1.31E+018,2020-10-06 21:04:50,Wkwkwkwk Pupuk mahal sawah digusur tumbuh beton,Wkwkwkwk Pupuk mahal sawah digusur tumbuh beton,Wkwkwkwk Expensive fertilizer for rice fields evicted to grow concrete,neutral,,,,,,,,,,,,,
140,140,1.31E+018,2020-10-06 20:35:38,Sawah tambah suwi  digusur nggo investor,Sawah tambah suwi  digusur nggo investor,"Rice fields add suwi, eviction by investors",negative,,,,,,,,,,,,,
141,141,1.31E+018,2020-10-06 18:54:44,Sekarang lagi jaman sawah digusur paksa guh,Sekarang lagi jaman sawah digusur paksa guh,Now it's time for the rice fields to be evicted,neutral,,,,,,,,,,,,,
142,142,1.31E+018,2020-10-06 16:25:56,Rapat tidur Kerja ngawur Negara hancur Rakyat nganggur Sawah ladang digusur,Rapat tidur Kerja ngawur Negara hancur Rakyat nganggur Sawah ladang digusur,Sleep meetings Inconsequential work The country is destroyed People are unemployed The fields are being evicted,negative,,,,,,,,,,,,,
143,143,1.31E+018,2020-10-06 14:52:00,Tapi sawah   sawah digusur jadi pabrik n bandara pak,Tapi sawah   sawah digusur jadi pabrik n bandara pak,"But the rice fields have been evicted into factories and airports, sir",neutral,,,,,,,,,,,,,
144,144,1.31E+018,2020-10-06 9:23:35,Maklum Pak Gubernur  sawah petani banyak yg digusur jadi membajaknya di twitter,Maklum Pak Gubernur  sawah petani banyak yg digusur jadi membajaknya di twitter,"You know, the governor of the rice fields, many farmers have been evicted so they hijack them on Twitter",neutral,,,,,,,,,,,,,
145,145,1.31E+018,2020-10-05 20:30:00,Sementara sawah digusur dijadiin pabrik Dan hutan digusur dijadiin ladang Pening,Sementara sawah digusur dijadiin pabrik Dan hutan digusur dijadiin ladang Pening,"Meanwhile, the rice fields are being turned into factories and the forests are being turned into pening fields",neutral,,,,,,,,,,,,,
146,146,1.31E+018,2020-10-05 19:26:31,E tapi klo omnibus law disahkan jan  sawah w digusur kaya kendeng sama kulonprogo,E tapi klo omnibus law disahkan jan  sawah w digusur kaya kendeng sama kulonprogo,"E but if the omnibus law is passed, the rice fields will be evicted like kendeng with Kulon Progo",positive,,,,,,,,,,,,,
147,147,1.31E+018,2020-09-27 14:11:20,indonesia tumpah darahku  kekayaan mu milik negara  disana lah aku berdiri tanpa sandang  pangan  dan papan  indonesia tanah air ku  tanah sawah ku digusur orang  kepadamu haruss berbakti maaf harus sibuk cari nasi   pidi baiq,indonesia tumpah darahku  kekayaan mu milik negara  disana lah aku berdiri tanpa sandang  pangan  dan papan  indonesia tanah air ku  tanah sawah ku digusur orang  kepadamu haruss berbakti maaf harus sibuk cari nasi   pidi baiq,"Indonesia spilled my blood, your wealth belongs to the state, that's where I stand without clothing, food and boards, Indonesia, my homeland, my rice fields, people evicted you, you have to be devoted, sorry, I have to be busy looking for pidi good rice.",positive,,,,,,,,,,,,,
148,148,1.31E+018,2020-09-25 7:37:56,Manusia akan sadar  Ketika pohon terakhir ditebang Ketika sungai terakhir dikosongkan Ketika ikan terakhir ditangkap Ketika sawah terakhir digusur Barulah manusia akan menyadari bahwa dia tidak dapat memakan uang,Manusia akan sadar  Ketika pohon terakhir ditebang Ketika sungai terakhir dikosongkan Ketika ikan terakhir ditangkap Ketika sawah terakhir digusur Barulah manusia akan menyadari bahwa dia tidak dapat memakan uang,Man will realize When the last tree is cut When the last river is emptied When the last fish is caught When the last rice field is cleared Only then will man realize that he cannot eat money,neutral,,,,,,,,,,,,,
149,149,1.31E+018,2020-09-24 20:52:06,sawah digusur di negara agraris,sawah digusur di negara agraris,rice fields being evicted in an agrarian country,neutral,,,,,,,,,,,,,
150,150,1.31E+018,2020-09-18 12:02:43,Kalo boleh tahu sebelum sawah digusur  sodaranya itu petani aja atau ada sumber penghasilan lain mbak,Kalo boleh tahu sebelum sawah digusur  sodaranya itu petani aja atau ada sumber penghasilan lain mbak,"If you may know before the rice fields were evicted, the brother was just a farmer or there was another source of income, sis",neutral,,,,,,,,,,,,,
151,151,1.3E+018,2020-09-13 21:04:01,Pemerintah seolah tidak belajar tentang sejarah sawah di papua pada zaman kolonial belanda  Di Jawa dan Kalimantan lahan pertanian digusur menjadi tambang  dan proyek food estate beralih ke papua,Pemerintah seolah tidak belajar tentang sejarah sawah di papua pada zaman kolonial belanda  Di Jawa dan Kalimantan lahan pertanian digusur menjadi tambang  dan proyek food estate beralih ke papua,"The government does not seem to have learned about the history of rice fields in Papua during the Dutch colonial era. In Java and Kalimantan, agricultural land has been converted to mining and food estate projects have shifted to Papua",neutral,,,,,,,,,,,,,
152,152,1.31E+018,2020-09-13 20:32:37,kirain endingnya sawah si yad digusur buldozer,kirain endingnya sawah si yad digusur buldozer,"I thought that in the end, Yad's rice field was evicted by bulldozers",neutral,,,,,,,,,,,,,
153,153,1.3E+018,2020-09-13 5:52:16,alah  Indonesia negara maritim itu cuma dongeng penghibur anak anak  Begitu juga dengan Indonesia sebagai negara agraris Lha wong sawah digusur  nelayan ditangkap  petani dipukuli,alah  Indonesia negara maritim itu cuma dongeng penghibur anak anak  Begitu juga dengan Indonesia sebagai negara agraris Lha wong sawah digusur  nelayan ditangkap  petani dipukuli,"Indonesia is a maritime country that is just a fairy tale to entertain children. Likewise with Indonesia as an agricultural country, when the rice fields are evicted by fishermen, they are caught by farmers, they are beaten",negative,,,,,,,,,,,,,
154,154,1.3E+018,2020-09-12 23:19:23,Ya kalo di Negeri yang itu tuh sawah nya digusur jadi bandara  jadi perumahan  jadi pabrik  jadi tambang,Ya kalo di Negeri yang itu tuh sawah nya digusur jadi bandara  jadi perumahan  jadi pabrik  jadi tambang,"Yes, in that country, the rice fields are being evicted, so the airport is turned into housing, the factory is turned into a mine",positive,,,,,,,,,,,,,
155,155,1.3E+018,2020-09-11 20:59:26,Aku ndelok foto iki sing kebayang sawah digusur lan tangisan petani Temon,Aku ndelok foto iki sing kebayang sawah digusur lan tangisan petani Temon,"I look at this photo, I can imagine the rice fields being evicted and the cries of the Temon farmers",negative,,,,,,,,,,,,,
156,156,1.3E+018,2020-09-11 18:00:34,Indonesia tanah air ku tanah sawah ku digusur orang  kepada mu harus berbakti maaf sibuk harus cari nasi   pb,Indonesia tanah air ku tanah sawah ku digusur orang  kepada mu harus berbakti maaf sibuk harus cari nasi   pb,"Indonesia, my homeland, my rice field was evicted by people to you, sorry to be busy, I have to look for PB rice",negative,,,,,,,,,,,,,
157,157,1.3E+018,2020-09-10 19:43:47,Sawah aja digusur  masa gerobak mu tidacccc,Sawah aja digusur  masa gerobak mu tidacccc,Don't evict the rice fields when your cart isn't,neutral,,,,,,,,,,,,,
158,158,1.3E+018,2020-09-10 18:15:00,Sawah dan kebon aja digusur  masa gerobakmu ga ditrabas,Sawah dan kebon aja digusur  masa gerobakmu ga ditrabas,Rice fields and gardens are not evicted when your cart is not cleared,positive,,,,,,,,,,,,,
159,159,1.3E+018,2020-09-10 16:34:21,Atas nama pembangunan dan lapangan kerja sawah digusur  tanah adat dirampas   dipikirnya petani itu hobi untuk ngabisin waktu senggang,Atas nama pembangunan dan lapangan kerja sawah digusur  tanah adat dirampas   dipikirnya petani itu hobi untuk ngabisin waktu senggang,"In the name of development and field work, the customary land is robbed, he thinks that the farmer is a hobby to spend his free time",positive,,,,,,,,,,,,,
160,160,1.3E+018,2020-09-10 14:54:32,Sawah aja digusur Masa gerobakmu engga,Sawah aja digusur Masa gerobakmu engga,Don't evicte the rice fields. Don't you have your cart?,neutral,,,,,,,,,,,,,
