,conversation_id,date,tweet,,,,,,,,,,,,,
539,1.1E+018,2019-02-13 7:30:51,pak presiden  tolong  sawah di soreang berubah jadi jalan tol,,,,,,,,,,,,,
540,1.09E+018,2019-02-06 15:19:07,yo sampun ngertos kang mas    he he he   coba kalo dulu ada acara gunting pita di bawah pohon sengon di sawah  di depan rumah yg belum jadi jalan tol    seru kali ya   dan kita tidak ada saling mengklaim,,,,,,,,,,,,,
541,1.09E+018,2019-01-29 17:56:02,bikin jalan tol tapi truk  pembawa hasil tani  kebun sawah masyarakat putar balik gak mau lewat jalan tol karna kemahalan jadi ini tol untuk siapa  orang kaya,,,,,,,,,,,,,
542,1.09E+018,2019-01-29 16:44:56,He    jadi    untuk siapa jalan tol itu  Padahal berapa ratus ribu hektar sawah yg berubah jadi beton ehhh    ternyata angkutan logistik emoh pakai tol karena mahal,,,,,,,,,,,,,
543,1.09E+018,2019-01-28 23:39:51,Klo sebelum nya ndak banjir bisa jadi memang krn jalan tol  Pas gue liwat kemaren pas disekitar tol kota pekalongan jalan tol agak tergenang cukup tinggi  Curah hujan lebat n merata puluhan kilometer  Kiri kanan jalan tol  mungkin sawah  jadi seperti kek danau,,,,,,,,,,,,,
544,1.09E+018,2019-01-22 9:59:48,Sawah kita sudah jadi jalan tol Bang,,,,,,,,,,,,,
545,1.09E+018,2019-01-17 8:42:19,Justru kalo ada jalan tol  selain sawah berkurang kiri kanan jalan tol tidak akan tumbuh warung dan usaha pinggir jalan yg notabene saat ini salah satu umkm terbanyak di Klaten  Kalau jalan tol berdiri  jalan nasional sepi dan penghasilan masy  Di umkm td jadi berkurang,,,,,,,,,,,,,
546,1.09E+018,2019-01-16 10:41:49,Ntar lewat sawah lagi ga nyampai   harusnya mereka bersyukur Presiden Jokowi telah menyediakan jalan tol jadi cepat ketemu emak dikampung,,,,,,,,,,,,,
547,1.08E+018,2019-01-05 6:29:27,Kapan hari ada yg kritik soal tol trans jawa yg baru saja jadi  Kritik itu menyayangkan pemerintah yg membuka lahan sawah menjadi jalan tol  yg akan mematikan mata pencaharian petani  Mari kita bahas,,,,,,,,,,,,,
548,1.08E+018,2019-01-04 13:33:46,Bangun ratusan bendungan buat mengairi sawah itu fakta bang  Bangun jalan dan tol itu fakta bang Bangun dan renovasi bandara internasional itu juga fakta  terus apa yg hasil kerja abang selama jadi wakil rakyat,,,,,,,,,,,,,
549,1.08E+018,2018-12-29 16:11:58,Sebelum jadi jalan tol  itu tempat masih sawah berlumpur Bambang,,,,,,,,,,,,,
550,1.08E+018,2018-12-28 15:04:05,Sapa tau sawah bisa jadi jalan tol juga Bang    Wkwkkwkqkwk,,,,,,,,,,,,,
551,1.08E+018,2018-12-21 12:25:08,tahun ini lahan sawah jadi jalan tol pak  sekian,,,,,,,,,,,,,
552,1.06E+018,2018-11-14 6:43:40,Tanahnya habis buat pembangunan   Jalan tol  hotel  pabrik   Solusi apa gerindra  Coba tiap hari apa sawah bertambah  Tidak   Kebun bertambah tidak  buat pembangunan iya  Solusi anda   Sampaikan   Kan jadi lama  juga impor nanti   Padu berkurang  pertanian menyusut,,,,,,,,,,,,,
553,1.06E+018,2018-11-10 19:18:16,sayangnya banyak sawah produktif jadi jalan tol  dan ironisnya orang sawahnya dijadikan jalan tol tidak ikut merasakan nikmatnya lewat jalan tol sebab mereka tidak punya mobil sedang jalan hanya mobil yang boleh lewat,,,,,,,,,,,,,
554,1.06E+018,2018-11-04 6:43:15,petani manggul gabah dari sawah  memang jalan tol itu sampai kedekat sawah jalurnya  lah jalan ke desa itu ya sebelum jokowi sudah ada  seperti didaerah nenek gue tinggal jalan ke sawah itu sdh ada jadi bukan presiden elo yg bangun,,,,,,,,,,,,,
555,1.06E+018,2018-10-31 0:38:09,Ngobrol jeung sepuh masalah tanah dugi ka wayah kieu  asal usul tanah  jual beli  jeung sajabana  Nyaritakeun kajadian taun   an  kuring ngabayangkeun lokasi tanah zaman ayeuna  Aya nu jadi jalan tol  pabrik  ruko  perumahan  Baheulana sawah jeung kebon,,,,,,,,,,,,,
556,1.06E+018,2018-10-30 15:35:38,DULU     DULU SEKALI JAMAN BAHEULA GOT  GORONG   SELOKAN  SAWAH  JADI TEMA PENCITRAAN SEKARANG JALAN TOL YANG DIJADIKAN TEMA,,,,,,,,,,,,,
557,1.04E+018,2018-09-20 22:39:22,Blusukan ke sawah jangan jadi sarana untuk ngincer sawah yg nantinya mau dijadikan jalan tol  sallam hangat untuk petani Indonesia,,,,,,,,,,,,,
558,1.02E+018,2018-07-24 18:59:14,yang banyak menghutang demi pembangunan yg memaksakan diri dan banyak lahan sawah masyarakat jadi jalan tol yg sebagai pertahanan pangan akhirnya mengimpor beras   garam dan ke untungan orang luar yg sebagai investor pembangunan infrastruktur,,,,,,,,,,,,,
559,1.02E+018,2018-07-17 16:28:56,Daripada bikin jalan tol dalam kota lagi  gw lebih setuju kalo semua jalur krl dirombak jadi jalur layang kaya di cikini  gondangdia  sawah besar  Kalo perlu ditambah jalurnya ke daerah daerah yg jauh cukup dari stasiun  taman mini  halim  sunter  kemayoran  cilincing,,,,,,,,,,,,,
560,1.01E+018,2018-06-21 8:33:48,Akhirnya saya melanjutkan perjalanan  Sampai di Kendal  sy bisa mlht jembatan Tol baru dari sebrang jalan  Model Jembatannya bagus  tapi belum sepenuhnya jadi  Antara Tol dan jalur biasa ternyata bersisihan  dipisahkan sama Sawah yg tidak begitu luas  Dilihat dari Jalanan Kendal,,,,,,,,,,,,,
561,1.01E+018,2018-06-13 16:00:21,Sawah warisan udah jadi jalan tol  dulu ini sawah,,,,,,,,,,,,,
562,1.01E+018,2018-06-12 15:07:40,Info Kompas hari ini  sebanyak     juta USD pinjaman luar negri dialokasikan utk pembangunan tol SoloNgawiKertosono  Sawah ortu saya termasuk yg dilalui jalan toll  mendapatkan penggantian layak  toll buat akses lbh mudah  dan harga tanah disekitar toll jadi naik,,,,,,,,,,,,,
563,1.01E+018,2018-06-10 23:17:28,Masih inget sama janji pak presiden  yang mau buka lahan pertanian untuk warga pas kampanye Sekarang udah jadi belum ya tu sawah Ko yg aku lihat sawah berubah jd jalan tol         Jangan di anggap membuly ya pak cuma nanya aja,,,,,,,,,,,,,
564,1E+018,2018-05-28 5:05:29,Alhamdulillah udah ko  tinggal nunggu temen yang katanya mau jalan jalan ke sawah  ke jalan Tol juga pumpung belum jadi  Viewnya bagus klo di liat dari atas jalan tol,,,,,,,,,,,,,
565,9.88E+017,2018-04-22 19:30:46,Daaaan saat jalan tiba  jalan di depan menyempit sangat  jadi pas mobil saja     cm ke kiri sudah sawah  kanan masih pepohonan bambu  Ku berhenti  samar  di sekitar     meter tampak jalan tol yg belum jadi,,,,,,,,,,,,,
566,9.84E+017,2018-04-10 14:04:26,biang macetnya ya depan margo sama detos itu  pelebaran jalan udah ga mungkin  katanya jalan srenseng sawah dst nya mau dilebarin kiri kanan   meter klo tol udah jadi,,,,,,,,,,,,,
567,9.81E+017,2018-04-03 20:09:41,Jadi ceritanya nyoba jalan tol yg baru diresmikan  eh di tengah perjalanan mobil haus kepanasan minta minum  Pas lg nyari air di pinggir sawah  ada petugas lewat dan menawarkan air satu jerigen   Alhamdulillah,,,,,,,,,,,,,
568,9.72E+017,2018-03-10 7:45:00,entah kenapa rezim saat ini suka sekali jalan tol  okelah alasannya kelancaran distribusi  tapi eksesnya pelan  tanah  produktif beralih fungsi jadi lahan komersial  trus mana janji cetak sawah ribuan ha  malu kita dikasih makan petani beras vietnam  thailand,,,,,,,,,,,,,
569,9.48E+017,2018-01-18 10:37:36,Pilih Presiden Yang Membela Petani Bukannya Presiden Yg Merubah Sawah Jadi Jalan Tol   Mengejar Fee Proyek,,,,,,,,,,,,,
570,9.51E+017,2018-01-13 14:25:12,Banyak orang enggak kalau jalan tol yg dibangun gila gilaan banyak melalui sawah dan lahan produktif lainnya dan tanpa subtitusi jadi wajar kalau kemudian produktifitas pertanian menurun  Sila bayangkan berapa ribu hektar sawah yg dirubah jadi beton,,,,,,,,,,,,,
571,9.52E+017,2018-01-12 20:50:23,Sawah sudah jadi jalan tol  gmn mau surplus,,,,,,,,,,,,,
572,9.52E+017,2018-01-12 8:55:20,Pemerintah mau impor beras   alasannya harga naik krn stok kurang  penyebabnya  Krn sawah diganti jadi jalan tol  bandara  perumahan  apartemen  hotel  mal  dan sistem pengelolaan pertanian yg gak beres  bener gak,,,,,,,,,,,,,
573,9.5E+017,2018-01-07 22:08:17,Klw saya jadi KABULOG maka saya gak akan bilang  klw beras mahal coba beralih ke makan BONGGOL PISANG BATU spt jaman PKI dulu    Daging mahal nyuruh mkn keong sawah  Rakyat miskin suruh jgn banyak  makan  Nnk sajiah jgn suruh rebus hotmix jalan tol ya,,,,,,,,,,,,,
574,9.38E+017,2017-12-05 13:42:49,Sawah dekat desa sya sdh jadi jalan tol smua,,,,,,,,,,,,,
575,8.95E+017,2017-08-08 7:50:16,Pake aplikasi diarahin ke jalan tol  udah seneng aja   sampe tempatnya jalan tol nya belum jadi  akhirnya menyusuri tepian sawah,,,,,,,,,,,,,
576,8.64E+017,2017-05-14 7:33:56,spedahan di proyek jalan tol ini lumayan jg  pagi  udara seger kanan kiri sawah  ngebayang kalo udah jadi bakal serame apa,,,,,,,,,,,,,
577,8.34E+017,2017-02-21 10:30:14,Mbah tolong tanyakan Kalau sawah blm benpindah tangan masih bayar pajak Tapi sudah Jadi jalan Tol Cipal Ada pelanggaran hkm,,,,,,,,,,,,,
578,1.41E+018,2021-06-20 22:23:21,Kenapa pembangunan selalu ngincer tanah  subur bang  Knp kaga bangun bandara di daerah gersang aja kan ada tuh  Kalo lahan pertanian digusur terus lama  petani nganggur dan masyarakat buat makan makin mahal karna apa  import,,,,,,,,,,,,,
579,1.4E+018,2021-06-13 2:41:33,Mending pemerintah gampangin izin apartemen deh daripada perumahan  biar bisa nampung banyak density di lahan yang ga terlalu luas  Kasih subsidi kpr buat apartemen  Manfaatin lahan kosong buat pertanian  dibanding digusur buat perumahan,,,,,,,,,,,,,
580,1.39E+018,2021-05-18 11:10:03,kle ada yg dari payangan atau gianyar ga  gimana ya skrg kondisi lahan pertanian yg jadi sengketa di selasih itu  para petani masih menggarap disana atau udh digusur sm perusahaan  rencana mau penelitian nih  makasii,,,,,,,,,,,,,
581,1.39E+018,2021-04-24 8:38:42,Hutan dibongkar  katanya untuk membuka dan menjadikan lahan pertanian agara memperkuat ketahan pangan  Katanya  TAPI  lahan lahan pertanian yang sudah ada bertahun tahun digusur  dikeruk  lalu diubah jadi industri  Loh kepriben toh pemikirannya,,,,,,,,,,,,,
582,1.38E+018,2021-04-21 11:08:37,Orang yg kalau mati ingin mayatnya dikubur itu egois  Umur manusia sekitar   th  Belum tentu hidupnya baik  Tapi kok mau menguasai sepetak permukaan bumi yg terbatas selamanya  Gak mau digusur  Padahal sebenarnya bisa untuk pemukiman pertanian industri bagi generasi berikutnya,,,,,,,,,,,,,
583,1.38E+018,2021-04-17 5:47:39,Ahh br sdar  mmg sejak kecil passionku di pertanian  Dlu halaman rmh mbah kakung yg luas aku tanami tanaman random  Krn mikir  gersang bgt   Pdhl sengaja dibuat gersang  kan buat jemur padi  Lalu nangis saat tanamannya digusur wkwk dasar anak kecil bodoh yg tak ingin bertanya,,,,,,,,,,,,,
584,1.38E+018,2021-04-15 20:30:13,Keluhan para petani atas sulitnya mendapat pupuk subsidi  wajib menjadi pertimbangan Presiden  dalam melakukan reshuffle  Pejabat Menteri Pertanian harus digusur  yang lebih kapabel  Sebab Mentan terbukti gagal dlm mengatur pupuk subsidi,,,,,,,,,,,,,
585,1.38E+018,2021-04-14 22:22:26,inovasi baru  tapi lahan pertanian banyak yg digusur untuk investasi lain,,,,,,,,,,,,,
586,1.38E+018,2021-04-13 17:32:04,Lahan Pertanian Digusur Tanpa Dialog  Puluhan Warga Pulau Kemaro Demo Tuntut Ganti Rugi,,,,,,,,,,,,,
587,1.38E+018,2021-03-31 10:48:42,Lahan Pertanian digusur  gt,,,,,,,,,,,,,
588,1.38E+018,2021-03-31 9:25:48,Bayangin lahan pertanian produktif Kartajati  sumber penghasilan warga dan stok pangan Jawa Barat  digusur cuma buat jadi bengkel pesawat  Hitung annya gimana       Pejabat kok ya tolol tolol banget,,,,,,,,,,,,,
589,1.38E+018,2021-03-26 11:18:45,Gimana mau jadi petani  Lahan pertanian digusur jadi jalan toll  pabrik  perumahan  bandara  tambang  Giliran panen malah impor beras  Subsidi pupuk juga dikurangin  Logis saja sih,,,,,,,,,,,,,
590,1.35E+018,2021-01-28 0:01:37,Kumaha nyak baringung  digusur jadi prabrik entong tapi dijadikeun lahan pertanian oge jd araraneh,,,,,,,,,,,,,
591,1.35E+018,2021-01-24 9:59:15,Cerita seperti itu sebenarnya tidak hanya terjadi di kalimantan  tetapi diseluruh dunia      cerita yang sama akan terus terjadi      Hutan dibabat jadi perkebunan    Perkebunan digusur jadi lahan pertanian     Lahan pertanian digusur jadi pemukiman,,,,,,,,,,,,,
592,1.35E+018,2021-01-13 6:14:12,Dulu tahun      bangun pertanian di Hayday   apa sekarang udah digusur yak buat bangun gedung,,,,,,,,,,,,,
593,1.35E+018,2021-01-12 9:35:05,Pertanian itu seharusnya jgn hanya disana  Joko  Tetapi dmn pun  dan yg selama ini sdh menjadi lahan pertanian jgn digusur dan dirubah menjadi beton,,,,,,,,,,,,,
594,1.35E+018,2021-01-11 15:54:17,butuh kawasan pertanian gimana sih lah kemaren ada kawasan pertanian malah digusur jadi bandara,,,,,,,,,,,,,
595,1.35E+018,2021-01-11 14:24:43,Tapi  zaman anda pertanian digusur gusurin untuk diubah jadi jalan tol atau perkebunan sawit,,,,,,,,,,,,,
596,1.34E+018,2020-12-27 22:05:36,Kalau memang HRS megamendung diminta itu yang dimiliki oleh MENHAN ikut dikembalikan atau digusur sama itu kelompok TAIPAN     juta Hektar kembalikan PRIBUMI butuh lahan pertanian,,,,,,,,,,,,,
597,1.33E+018,2020-11-23 5:53:38,Aktivis pertanian pasir pantai yang make tanah orang puluhan tahun boleh gratis tapi ngelunjak ngga mau digusur dan minta penggantian lebih dari uang kerahiman bandara NYIA nih pasti,,,,,,,,,,,,,
598,1.33E+018,2020-11-12 14:03:32,Lahan pertanian udah kadung digusur,,,,,,,,,,,,,
599,1.33E+018,2020-11-11 20:41:10,Asline pie hukum e tanah pertanian kok digusur terus,,,,,,,,,,,,,
600,1.32E+018,2020-11-01 11:16:56,Emang kayaknya udah nggak ditakdirkan maju bang  wong anak muda yang baru merintis pertanian aja lahannya harus digusur oleh proyek  baik pemerintah maupun swasta,,,,,,,,,,,,,
601,1.32E+018,2020-10-30 13:18:10,Wow   cocock ini   Nt disekeliling mesjid   hektar digusur semua lalu dijadikan projek pertanian kota    Bagus amat idenya   jd mengurangi sakit telinga juga,,,,,,,,,,,,,
602,1.32E+018,2020-10-29 23:42:53,Belum lagi kalau misal lahan pertanian digusur untuk kepentingan lainnya  tapi para petani cuman diganti kompensasi berupa uang aja  Yeu emang gampang apa buat lahan pertanian yang sustainable seperti lahan pertanian yang sudah digusur,,,,,,,,,,,,,
603,1.32E+018,2020-10-29 20:50:15,Yang mau di tani apa pak kalo semua tanah pertanian digusur atas nama pembangunan     Apa harus bertani beton,,,,,,,,,,,,,
604,1.32E+018,2020-10-29 19:07:56,Nyuru orang jadi petani  Tapi lahan pertanian digusur gusurin  Gusurnya ada yang pake kekerasan  Terus maksudnya apa,,,,,,,,,,,,,
605,1.32E+018,2020-10-29 18:55:14,Menyuruh anak muda menjadi petani  tapi lahan pertanian digusur a n pmbangunan  Hutan dibabat habis utk cukong,,,,,,,,,,,,,
606,1.32E+018,2020-10-29 9:14:42,Ini adalah hasil pertanian warga Pulau Komodo  mereka minta hak agraria dijamin  jangan sampai digusur  Tapi sampai hari ini  jaminan tidak digusur di tanahnya sendiri  belum juga ditegaskan pemerintah  Saya beli semangka ini dari Mamatua,,,,,,,,,,,,,
607,1.32E+018,2020-10-27 10:41:38,Yg gak layak itu buminya apa penghuninya si  Udah dianugrahi tempat yg sangat layak eh sama negara malah dirusak  Lahan pertanian di Kulon Progo digusur  lahan di Sumatera dibakar  hutan di Kalimantan dibabat terus sekarang bilang bumi tak layak,,,,,,,,,,,,,
608,1.32E+018,2020-10-24 15:09:31,Ya emang gabisa  tapi penasaran aja  kenapa harus buka lahan baru  ga pertahanin dan kembangin lahan yang udah ada  Banyak lahan pertanian produktif digusur jadi tambang pasir  jadi tambang batu bara  jadi perumahan  Lahan pertanian yang kurang optimal juga banyak,,,,,,,,,,,,,
609,1.32E+018,2020-10-23 21:08:13,Bagaimana mau ngomongin pangan dan petani kalau syarat utamanya msh bermasalah   lahan pertanian yg kian sempit dan terus terancam digusur  Masalahnya bukan di solusinya yg blm ada tapi komitmen utk merealisasikan solusi oleh pemerintah yg nol besar,,,,,,,,,,,,,
610,1.32E+018,2020-10-23 9:03:49,Hutan dibabat atas nama ketahanan pangan  lahan pertanian digusur atas nama proyek pembangunan  Homosapiens,,,,,,,,,,,,,
611,1.32E+018,2020-10-14 19:17:31,sedikit sy perjelas   impor dibuka besar an atas nama investasi  lahan pertanian dan garam digusur jadi bangunan  petani nya disuruh jadi buruh dg dalih penyediaan lapangan kerja,,,,,,,,,,,,,
612,1.31E+018,2020-10-10 8:30:27,Belajar dr ini harusnya sektor pertanian dikuatin kan ya  Bukan diincer tanahnya buat digusur,,,,,,,,,,,,,
613,1.31E+018,2020-10-09 22:05:20,Diperbaikki darimana kalau pemerintahan neo orba  Hutan dibakarin  Pertanian digusur  Perizinan ditarik ke pusat  AMDAL dihapus  Oke deh kalau memang benerin ekonomi cara begitu  Cukup tahu  Ogut sih nggak,,,,,,,,,,,,,
614,1.31E+018,2020-10-09 9:06:14,Marah halte dibakar tapi kalo warga digusur  lahan pertanian dibuldoser enggak marah  Aku sungguh heran  Mungkin kalian makannya tiket busway bukan nasi,,,,,,,,,,,,,
615,1.31E+018,2020-10-09 7:10:20,Kalau hutan di Kalimantan dibakar atau lahan pertanian Kulonprogo digusur  mereka enggak akan marah marah  Soalnya itu untuk kepentingan publik  Enggak heran kalau halte  yang adalah  kepentingan publik  dibakar sebiji  mereka langsung marah marah dan merasa paling tertindas,,,,,,,,,,,,,
616,1.31E+018,2020-10-09 6:18:45,sangat disayangkan fasilitas umum yang dirusak  hmm  sangat disayangkan juga hutan dan lahan pertanian yang digusur dan dirusak,,,,,,,,,,,,,
617,1.31E+018,2020-10-09 0:51:16,Halte TJ dibakar pada ngomel    Lahan pertanian digusur tutup kuping  amp,,,,,,,,,,,,,
618,1.31E+018,2020-10-08 23:17:37,Apa kabar hutan adat  apa kabar lahan pertanian  Oh lupaa saya  Maafkan  Udah digusur dan ditebangin semua,,,,,,,,,,,,,
619,1.31E+018,2020-10-08 20:23:23,Halte dibakar ribut   Hutan dibabat jd kebon sawit  lahan pertanian digusur jd bandara  orang papua di bunuh pada diem lo semua,,,,,,,,,,,,,
620,1.31E+018,2020-10-07 13:51:40,Nasi dari beras  beras dari padi  padi dari hasil kerja petani klo misal lahan pertanian digusur  dibangun gedung nih ya  terus mau tanem dimana    Kan bisa tanem dihalaman   Klo yg g punya halaman   Dimana  Klo mau mamanen dengan hasil yg besar   Heran gw   merintah doang bisany,,,,,,,,,,,,,
621,1.31E+018,2020-10-06 17:48:45,Astaga lahan pertanian digusur jadi jalan bandara bendungan perkebunan industri  Ngomongin pertumbuhan ekonomi padahal banyak wasganya udah mulai susah cari makan  Teori teori terus tapi ga berani ngomong yang beneran terjadi dilapangan  Udah putus urat malu kalian,,,,,,,,,,,,,
622,1.31E+018,2020-10-06 15:57:03,Iya  Pak  siap  Esok hari giliran lahan pertanian mana yang mau digusur  Pak,,,,,,,,,,,,,
623,1.31E+018,2020-10-06 4:43:23,petani digebuk pada diem  lahan pertanian digusur dan diambil paksa pada diem  pupuk hilang dari pasaran semua juga diem  padahal petani juga rakyat indonesia  tapi ketika hak nya dirampas ga ada yg speak up akademisi rata  diam,,,,,,,,,,,,,
624,1.31E+018,2020-10-05 18:57:34,Apa  Lahan pertanian digusur  Covid     Apa itu  Ga peduli kalian semua  yang penting omnibus law disahkan  duit lancar brouw,,,,,,,,,,,,,
625,1.31E+018,2020-09-24 22:07:09,Hidup petani Indonesia  Mau terus pertanian Indonesia  Ta ta tapiii    Kok lahan pertanian nya digusur mulu    Aciat ciat ciaatttt,,,,,,,,,,,,,
626,1.31E+018,2020-09-24 18:11:20,Selamat hari tani ketika pupuk makin mahal Selamat hari tani ketika hasil pertanian semakin murah Selamat hari tani ketika para petani dibunuh dan di bui Selamat hari tani ketika lahan pertanian semakin digusur Selamat Hari Tani untuk para petani yang tetap sabar dan tegar,,,,,,,,,,,,,
627,1.31E+018,2020-09-24 13:56:32,Jika ijin konversi lahan pertanian dipermudah  petani akan semakin terdesak  kedaulatan pangan terancam  petani semakin dirugikan  rentan digusur dan diusir,,,,,,,,,,,,,
628,1.31E+018,2020-09-24 12:36:11,Selamat hari tani nasional terutama untuk para buruh tani tak bertanah  Semoga lahan lahan pertanian tidak terus digusur atas nama pembangunan,,,,,,,,,,,,,
629,1.3E+018,2020-09-10 6:06:31,Lahan pertanian di pulau jawa yang makin sempit malah digusur  Malah nyoba bikin food estate yang berkali kali gagal dicoba presiden sebelumnya,,,,,,,,,,,,,
630,1.3E+018,2020-09-05 16:20:26,Kalo untuk melindungi lahan pertanian yang digusur paksa oleh orang berkuasa pake apa pak   Hehe,,,,,,,,,,,,,
631,1.3E+018,2020-09-05 9:20:19,Wah saya bisnis juga selektif klien saya siapa dan bgm mandalika ini ngorbanin warga digusur kehilangan tanah pertanian  biasa jual butuh dll saya bantu carikan buyer kayak skr ada tanah zona hijau di jkt tdk laku bertahun  ada buyer niat baik buat mesjid saya bantu mediasi,,,,,,,,,,,,,
632,1.3E+018,2020-09-04 20:12:14,Hahaha buktinya saja lahan pertanian banyak yang digusur dan dijadikan lahan lahan yang dari pemerintah  Ya semoga saja ya  Dan semoga tidak ada yang diam diam mengambil dari pengelolaan uang tersebut kkk,,,,,,,,,,,,,
633,1.3E+018,2020-09-02 13:59:13,Yaa  mau gmau mereka mau naik kelas dulu ekonominya  Sebagian ada yg balik ke pertanian  sebagian ga  Itu pilihan masing   Tahu kan skrg lahan pertanian aja digusur in sama pemerintah dan swasta  Ga semudah yg lu bayangin jdi lulusan pertanian  That s why gue peduli dan marah,,,,,,,,,,,,,
634,1.3E+018,2020-09-01 18:39:14,Kadang heran   lahan produktif digusur an pembangunan   Lalu ganti membangun lahan pertanian di antah berantah   bukankah biayanya akan lebih mahal lagi  Menyiapkan hingga infrastruktur pendukung lengkap,,,,,,,,,,,,,
635,1.3E+018,2020-08-31 15:39:36,Yg bisa menyelamatkan dari jurang resesi adalah sektor pertanian  kita tidak bisa mkn semen jln tol  tapi nyatanya sektor tanilah yg tergusur seperti buah melon yg digusur dengan mobil baja,,,,,,,,,,,,,
636,1.3E+018,2020-08-31 13:18:54,Lahan pertanian digusur berganti infrastruktur  hutan digundul diganti dengan beton full lalu  di ujung jauh kebingunan pasokan pangan berkurang  Pada akhirnya petani kehilangan lahan rakyat pun yg mati kelaparan,,,,,,,,,,,,,
637,1.3E+018,2020-08-30 15:27:27,Belum lagi mafia tanah  Anda bisa bantu warga mengatasi mafia tanah yg memaksa warga untuk menjual tanahnya ke mereka  Enggak kan  Ah iya  sayangnya warga terdampak kebanyakan berprofesi sebagai petani  Yg digusur juga lahan pertanian mereka  Jadi ya gak nyambung,,,,,,,,,,,,,
638,1.3E+018,2020-08-30 11:23:46,Sudah puluhan tahun jadi petani lalu tiba tiba digusur begitu saja dengan ganti untung  emang semudah itu alih profesi dari petani professional menjadi tukang cendol  Bukannya ikut memajukan pertanian dengan riset ilmu pengetahuan malah petaninya disuruh pensiun  Negara Agraris,,,,,,,,,,,,,
639,1.3E+018,2020-08-30 8:36:22,Keributan sudah ada sejak bertahun tahun yang lalu  masih aja bantahannya soal gAnTi rUGi  Memang ada masalah dari pola pikir tambal sulam kayak main game online  Digusur  Kasih duit  Lahan pertanian ilang  Buka baru di tempat lain,,,,,,,,,,,,,
640,1.3E+018,2020-08-29 9:35:53,Dan sebelum dibangun bandara  di sana lahan pertanian warga  Dengan kreatif masy bertani di lahan pasir  menggunakan teknik sumur renteng  Di sisi lain  dangkalnya air tanah di lahan pasir ini jg indikasi kerentanan likuefaksi  Beberapa kali ke sana sebelum digusur,,,,,,,,,,,,,
641,1.3E+018,2020-08-29 6:32:56,weekend dan sepagi ini sudah baca berita ttg petani   sudah sakit sekali dan sesak hatiku kalo lihat ada lahan  pertanian digusur itu,,,,,,,,,,,,,
642,1.3E+018,2020-08-28 12:26:08,Katanya Indonesia negara Agraris  Tapi lahan pertanian digusur  tanah adat dibabat  Sedih,,,,,,,,,,,,,
643,1.3E+018,2020-08-27 23:21:38,Kepengen liat ada menteri yg mogok ketika hutan dibabat  lahan pertanian digusur  buruh nya di PHK  amp  wilayah tangkap nelayan direklamasi     cc,,,,,,,,,,,,,
644,1.3E+018,2020-08-27 18:09:22,Gimana anak  muda di desanya mau jdi petani kalau lahan pertanian milik mereka digusur,,,,,,,,,,,,,
645,1.3E+018,2020-08-20 16:06:38,Sampah model begini yang dukung Omnibus Law  Semua salah si miskin  siapa suruh sakit udah tau miskin  rumah dan lahan pertanian digusur  Ya kerja lah biar bisa survive  Memang ya kita ini Republik Investasi,,,,,,,,,,,,,
646,1.3E+018,2020-08-19 16:12:55,Selalu terheran heran dengan statmen kepala daerah yang menggembor gemborkan tentang  peningkatan di sektor pertanian      itu maksudnya lahan pertaniannya digusur alih fungsikan jadi bangunan beton apa gimana,,,,,,,,,,,,,
647,1.3E+018,2020-08-17 9:40:54,Apa yg dimaksud revolusi industri itu manusia tidak lagi bekerja jadi petani  buruh  digantikan mesin  Dan lahan  pertanian  ladang pangan digusur untuk jadi pabrik  amp  basis mesin,,,,,,,,,,,,,
648,1.29E+018,2020-08-16 15:12:29,banyak petani yg kehilangan lahan karna alih fungsi lahan pertanian  ada yg sampe dipenjara direpresi digusur ruang hidupnya karna negara dan investor yang seenaknya  tugas negara mengakomodir petani yg memilih untuk bertani  bukan dipaksa untuk beralih profesi,,,,,,,,,,,,,
649,1.29E+018,2020-08-11 7:31:16,Buah buahan jadi tumpuan  tapi lahan pertanian digusur dijadikan pabrik,,,,,,,,,,,,,
650,1.29E+018,2020-08-11 3:07:42,Lahan  pertanian yg subur di Jawa malah digusur jadi pabrik  bandara  jalan tol  PLTU dll  Goblok kok gak habis  ini rezim  Jancuuuk,,,,,,,,,,,,,
651,1.29E+018,2020-08-10 8:15:12,Sama aja kaya vaksin china  rakyat disuruh pakai dianya gak mau divaksin   rakyat suruh pakai produk lokal  dianya pakai produk impor   Rakyat disuruh tingkatkan produk pertanian  lahannya digusur dan impor sayuran  beras dsb   Kebijakan cuma sampai di mulut,,,,,,,,,,,,,
652,1.29E+018,2020-08-09 16:34:23,mau kuliah kehutanan  bsk hutan dibabat mau kuliah pertanian  besok lahannya digusur,,,,,,,,,,,,,
653,1.29E+018,2020-08-09 15:12:26,Semoga Lahan Pertanian tdk digusur,,,,,,,,,,,,,
654,1.29E+018,2020-08-09 12:31:04,Mencanangkan ketahanan pangan tp lahan pertanian digusur  Trus ketahanan pangannya impor gitu,,,,,,,,,,,,,
655,1.29E+018,2020-08-09 11:22:43,Logika pemerintah dalam ketahanan pangan     menguatkan pertanian masyarakat     membuka hutan untuk food estate  disamping itu lahan petani kecil digusur untuk proyek proyekan,,,,,,,,,,,,,
656,1.29E+018,2020-08-09 8:30:45,Nah itu yg bikin gagal paham   lahan pertanian digusur berubah jd beton,,,,,,,,,,,,,
